spatial_unit,bar_density,restaurant_density,subway_distance,entertainment_poi_count,tourism_poi_count,poi_diversity,poi_total_count,poi_meaningful_count,poi_category_count,nightlife_poi_count,transport_poi_count,business_area_count,aoi_count,avg_poi_distance
8731aa624ffffff,0.5278,0.0233,1.64,9.0,6.0,0.569,14.0,14.0,6.0,9.0,2.0,1.0,0.0,690.13
8731aa894ffffff,0.1667,0.0,1.56,3.0,4.0,0.24,7.0,7.0,3.0,3.0,3.0,0.0,0.0,877.95
8731aa6eaffffff,0.1667,0.1333,1.4,3.0,1.0,0.6,30.0,24.0,5.0,3.0,5.0,0.0,0.0,639.06
8731aa06bffffff,0.0556,0.0233,1.8,1.0,0.0,0.206,16.0,7.0,3.0,1.0,0.0,0.0,0.0,575.91
873181ba8ffffff,0.0,0.0,1.8,0.0,0.0,0.02,9.0,3.0,1.0,0.0,0.0,0.0,0.0,589.55
8731aac95ffffff,0.7222,0.18,1.64,13.0,7.0,0.92,30.0,27.0,9.0,13.0,2.0,0.0,1.0,339.9
873185370ffffff,0.3889,0.0467,1.08,7.0,8.0,0.802,30.0,26.0,7.0,7.0,9.0,0.0,1.0,491.33
8731aad11ffffff,0.1111,0.0,1.8,2.0,2.0,0.018,2.0,2.0,1.0,2.0,0.0,0.0,1.0,657.94
87318110cffffff,0.1667,0.1567,1.8,3.0,0.0,0.321,15.0,9.0,4.0,3.0,0.0,0.0,0.0,574.11
8731aa743ffffff,0.3333,0.07,1.48,6.0,3.0,0.792,25.0,22.0,7.0,6.0,4.0,0.0,0.0,837.37
8731aa4c4ffffff,0.4444,0.09,1.32,8.0,5.0,0.855,30.0,23.0,8.0,8.0,6.0,0.0,1.0,674.64
8731aa899ffffff,0.3611,0.1333,1.72,6.0,5.0,0.86,30.0,26.0,8.0,6.0,1.0,1.0,1.0,392.01
873185b0cffffff,0.0,0.0,1.64,0.0,0.0,0.274,17.0,11.0,3.0,0.0,2.0,0.0,0.0,629.91
873185a0dffffff,1.0,0.0667,1.64,27.0,26.0,0.325,30.0,30.0,4.0,27.0,2.0,1.0,1.0,184.27
8731aa203ffffff,0.3333,0.27,1.48,6.0,0.0,0.673,30.0,17.0,6.0,6.0,4.0,0.0,0.0,590.29
873181a31ffffff,0.2222,0.0667,1.4,4.0,1.0,0.648,23.0,14.0,7.0,4.0,5.0,0.0,0.0,765.7
8731aa8caffffff,0.0556,0.0233,1.64,1.0,0.0,0.351,16.0,10.0,4.0,1.0,2.0,0.0,0.0,710.55
8731aa0aaffffff,0.2778,0.2233,1.56,5.0,3.0,0.881,30.0,19.0,8.0,5.0,3.0,0.0,1.0,506.7
8731aa600ffffff,0.2222,0.07,1.56,4.0,1.0,0.52,16.0,11.0,6.0,4.0,3.0,0.0,0.0,723.97
873181819ffffff,0.1667,0.09,1.8,3.0,2.0,0.779,30.0,23.0,8.0,3.0,0.0,0.0,2.0,371.27
8731aa615ffffff,0.2222,0.1367,1.8,4.0,1.0,0.436,16.0,12.0,5.0,4.0,0.0,0.0,0.0,721.72
8731aab6cffffff,0.1111,0.0,1.72,2.0,2.0,0.227,11.0,6.0,3.0,2.0,1.0,0.0,0.0,757.81
8731aacf6ffffff,0.5833,0.0,1.16,10.0,10.0,0.413,24.0,21.0,3.0,10.0,8.0,1.0,3.0,731.16
8731aa226ffffff,0.1667,0.09,1.48,3.0,1.0,0.57,23.0,11.0,7.0,3.0,4.0,0.0,0.0,519.77
873185266ffffff,1.0,0.1333,1.56,20.0,18.0,0.624,30.0,30.0,6.0,20.0,3.0,0.0,1.0,572.57
87318180effffff,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
87318185bffffff,0.0,0.0,1.8,0.0,0.0,0.02,7.0,3.0,1.0,0.0,0.0,0.0,0.0,763.49
8731aa190ffffff,0.9722,0.0,1.16,17.0,17.0,0.428,30.0,27.0,4.0,17.0,8.0,1.0,2.0,588.99
8731aac94ffffff,0.2222,0.0467,1.08,4.0,3.0,0.667,28.0,19.0,6.0,4.0,9.0,0.0,1.0,359.86
8731aab63ffffff,0.2222,0.0,1.16,4.0,3.0,0.269,27.0,12.0,3.0,4.0,8.0,0.0,0.0,422.8
8731a87a0ffffff,1.0,0.4233,1.8,21.0,1.0,0.546,30.0,23.0,5.0,21.0,0.0,0.0,0.0,384.05
873181d4dffffff,0.1111,0.0467,1.64,2.0,1.0,0.544,30.0,12.0,6.0,2.0,2.0,0.0,0.0,435.36
87318599dffffff,0.3889,0.2467,1.72,7.0,3.0,0.909,30.0,21.0,9.0,7.0,1.0,0.0,1.0,358.68
8731a8473ffffff,0.3333,0.0233,1.8,6.0,6.0,0.743,30.0,24.0,7.0,6.0,0.0,0.0,0.0,579.43
8731aad91ffffff,0.3889,0.1367,1.32,7.0,3.0,0.712,23.0,20.0,6.0,7.0,6.0,0.0,2.0,505.76
8731852f3ffffff,0.0556,0.0,1.8,1.0,1.0,0.118,4.0,2.0,2.0,1.0,0.0,0.0,1.0,1176.98
873181901ffffff,0.0833,0.0,1.64,1.0,2.0,0.696,21.0,17.0,7.0,1.0,2.0,1.0,1.0,815.33
8731aa8d8ffffff,0.3889,0.09,1.56,7.0,5.0,0.549,18.0,13.0,6.0,7.0,3.0,0.0,0.0,803.0
8731aa660ffffff,0.1111,0.0,1.56,2.0,5.0,0.818,30.0,23.0,7.0,2.0,3.0,0.0,0.0,710.04
8731aa492ffffff,0.3056,0.1333,1.24,5.0,8.0,0.814,30.0,27.0,7.0,5.0,7.0,1.0,0.0,463.72
8731aa4c2ffffff,0.0,0.0,1.16,0.0,0.0,0.289,23.0,13.0,3.0,0.0,8.0,0.0,0.0,620.61
873181b13ffffff,0.5,0.0467,1.64,9.0,8.0,0.706,30.0,24.0,6.0,9.0,2.0,0.0,0.0,576.41
873181b4cffffff,0.1667,0.0667,1.0,3.0,3.0,0.628,23.0,19.0,6.0,3.0,10.0,0.0,1.0,582.93
8731a84cdffffff,0.1111,0.0467,1.72,2.0,0.0,0.204,6.0,4.0,3.0,2.0,1.0,0.0,0.0,783.36
8731aab66ffffff,0.3333,0.0,1.48,6.0,1.0,0.477,23.0,13.0,5.0,6.0,4.0,0.0,0.0,378.7
873181a25ffffff,0.5,0.1633,1.8,9.0,3.0,0.363,14.0,12.0,4.0,9.0,0.0,0.0,0.0,424.24
8731aa653ffffff,0.1111,0.0,1.8,2.0,3.0,0.379,11.0,7.0,5.0,2.0,0.0,0.0,0.0,926.23
8731aa854ffffff,0.2222,0.07,1.48,4.0,0.0,0.451,28.0,17.0,4.0,4.0,4.0,0.0,0.0,467.53
8731818daffffff,0.3333,0.0467,1.4,6.0,3.0,0.931,30.0,24.0,9.0,6.0,5.0,0.0,0.0,821.58
8731a87b3ffffff,0.0556,0.0,1.4,1.0,0.0,0.235,11.0,8.0,3.0,1.0,5.0,0.0,0.0,575.95
8731aa643ffffff,0.1667,0.0667,1.56,3.0,4.0,0.706,30.0,22.0,6.0,3.0,3.0,0.0,0.0,659.78
8731aa674ffffff,0.2778,0.0233,1.24,5.0,3.0,0.63,22.0,17.0,6.0,5.0,7.0,0.0,0.0,565.86
8731aa09dffffff,0.6111,0.0,1.16,11.0,11.0,0.627,30.0,29.0,5.0,11.0,8.0,0.0,0.0,556.55
873181b0effffff,0.6944,0.0233,1.32,12.0,14.0,0.701,30.0,27.0,6.0,12.0,6.0,1.0,0.0,428.94
8731aaa08ffffff,0.1667,0.0467,1.24,3.0,2.0,0.545,21.0,14.0,6.0,3.0,7.0,0.0,0.0,728.32
8731aaacdffffff,0.1111,0.0,1.8,2.0,2.0,0.018,2.0,2.0,1.0,2.0,0.0,0.0,0.0,876.83
8731aa852ffffff,0.0556,0.0233,1.8,1.0,0.0,0.207,21.0,8.0,3.0,1.0,0.0,0.0,0.0,888.96
8731aababffffff,0.1111,0.0,1.8,2.0,1.0,0.198,6.0,3.0,3.0,2.0,0.0,0.0,0.0,812.27
873185b0dffffff,0.5,0.3367,1.8,9.0,2.0,0.785,30.0,17.0,8.0,9.0,0.0,0.0,0.0,790.47
8731aa853ffffff,0.1667,0.1567,1.64,3.0,0.0,0.678,30.0,15.0,7.0,3.0,2.0,0.0,0.0,616.87
8731aaa1affffff,0.3333,0.1367,1.48,6.0,2.0,0.768,30.0,26.0,7.0,6.0,4.0,0.0,0.0,439.48
8731aa300ffffff,0.1389,0.0,1.56,2.0,4.0,0.464,17.0,11.0,5.0,2.0,3.0,1.0,0.0,735.43
873185aedffffff,1.0,0.0,1.72,28.0,29.0,0.213,30.0,30.0,3.0,28.0,1.0,0.0,0.0,234.62
8731a848effffff,0.5,0.3133,1.72,9.0,4.0,0.672,30.0,28.0,6.0,9.0,1.0,0.0,0.0,469.14
8731aa04affffff,0.0556,0.0,1.64,1.0,1.0,0.388,18.0,12.0,4.0,1.0,2.0,0.0,0.0,700.85
8731aaba0ffffff,0.4444,0.3133,1.4,8.0,3.0,0.9,30.0,26.0,8.0,8.0,5.0,0.0,0.0,474.91
8731aab8dffffff,0.0556,0.0233,1.72,1.0,0.0,0.205,8.0,5.0,3.0,1.0,1.0,0.0,0.0,657.27
8731aab2dffffff,0.2778,0.0667,1.24,5.0,2.0,0.545,18.0,14.0,6.0,5.0,7.0,0.0,0.0,513.24
8731aa068ffffff,0.1667,0.0233,1.56,3.0,2.0,0.503,30.0,14.0,5.0,3.0,3.0,0.0,0.0,679.33
873181d63ffffff,0.3889,0.1367,1.48,7.0,3.0,0.561,20.0,16.0,5.0,7.0,4.0,0.0,0.0,607.9
8731aa85cffffff,0.2222,0.0233,1.72,4.0,4.0,0.287,9.0,6.0,4.0,4.0,1.0,0.0,0.0,703.58
873181d6bffffff,0.7778,0.6033,1.72,14.0,3.0,0.875,30.0,26.0,9.0,14.0,1.0,0.0,0.0,649.44
8731aaac3ffffff,0.2222,0.0467,1.8,4.0,2.0,0.241,7.0,6.0,3.0,4.0,0.0,0.0,0.0,691.44
8731aa05dffffff,0.1111,0.0467,1.56,2.0,0.0,0.413,20.0,12.0,4.0,2.0,3.0,0.0,0.0,649.05
8731aa048ffffff,0.5556,0.36,1.72,10.0,3.0,0.806,30.0,29.0,8.0,10.0,1.0,0.0,1.0,251.26
8731aab91ffffff,0.1667,0.09,1.64,3.0,1.0,0.484,30.0,10.0,6.0,3.0,2.0,0.0,0.0,515.39
8731aac44ffffff,0.1111,0.0233,1.4,2.0,2.0,0.585,30.0,15.0,6.0,2.0,5.0,0.0,1.0,370.76
8731a848cffffff,0.1667,0.0467,1.56,3.0,1.0,0.38,19.0,12.0,4.0,3.0,3.0,0.0,0.0,647.49
8731aad81ffffff,1.0,0.6033,1.56,21.0,8.0,0.87,30.0,30.0,8.0,21.0,3.0,0.0,2.0,228.53
8731abdb6ffffff,0.3889,0.1333,1.32,7.0,2.0,0.562,21.0,16.0,5.0,7.0,6.0,0.0,0.0,581.25
873185b1bffffff,0.3056,0.09,1.48,5.0,4.0,0.843,26.0,20.0,8.0,5.0,4.0,1.0,0.0,798.61
8731aa326ffffff,0.1111,0.0,1.8,2.0,2.0,0.136,10.0,4.0,2.0,2.0,0.0,0.0,0.0,590.56
8731aab16ffffff,0.3333,0.2467,1.48,6.0,2.0,0.684,26.0,15.0,7.0,6.0,4.0,0.0,0.0,658.83
873185b52ffffff,0.3333,0.0,1.24,6.0,5.0,0.89,30.0,27.0,8.0,6.0,7.0,0.0,3.0,333.28
873185a0cffffff,0.8056,0.0,1.08,14.0,8.0,0.622,30.0,27.0,5.0,14.0,9.0,1.0,1.0,449.91
873185b08ffffff,0.4444,0.2467,1.8,8.0,3.0,0.703,21.0,17.0,7.0,8.0,0.0,0.0,0.0,687.08
873185b41ffffff,0.2778,0.0667,1.72,5.0,0.0,0.6,30.0,20.0,5.0,5.0,1.0,0.0,0.0,576.29
8731aaa1effffff,0.0556,0.0233,1.64,1.0,0.0,0.12,4.0,3.0,2.0,1.0,2.0,0.0,0.0,709.13
8731aa38effffff,0.5556,0.4267,1.72,10.0,1.0,0.781,30.0,21.0,7.0,10.0,1.0,0.0,0.0,761.68
87318520dffffff,0.2222,0.0,1.72,4.0,3.0,0.287,10.0,6.0,4.0,4.0,1.0,0.0,0.0,880.43
873181b4affffff,0.2222,0.1133,1.8,4.0,2.0,0.391,17.0,8.0,5.0,4.0,0.0,0.0,0.0,860.95
8731aaba1ffffff,0.3333,0.09,1.24,6.0,3.0,0.867,30.0,26.0,8.0,6.0,7.0,0.0,0.0,555.02
873185b64ffffff,1.0,0.3333,1.8,29.0,1.0,0.301,30.0,29.0,3.0,29.0,0.0,0.0,0.0,837.44
8731aaac0ffffff,0.4444,0.1333,1.32,8.0,3.0,0.611,22.0,18.0,5.0,8.0,6.0,0.0,0.0,680.74
873185b48ffffff,0.6111,0.1333,1.64,11.0,1.0,0.661,30.0,24.0,6.0,11.0,2.0,0.0,0.0,740.56
8731aaa36ffffff,0.4444,0.3133,1.72,8.0,3.0,0.799,30.0,24.0,8.0,8.0,1.0,0.0,0.0,343.38
8731aaac4ffffff,0.2778,0.0667,1.8,5.0,3.0,0.205,8.0,5.0,3.0,5.0,0.0,0.0,0.0,893.13
8731aa336ffffff,0.2222,0.0467,1.64,4.0,2.0,0.41,27.0,15.0,4.0,4.0,2.0,0.0,0.0,545.39
873185ae9ffffff,0.3889,0.0,1.08,7.0,6.0,0.587,22.0,20.0,5.0,7.0,9.0,0.0,0.0,667.59
8731aa851ffffff,0.0,0.0,1.8,0.0,0.0,0.017,30.0,1.0,1.0,0.0,0.0,0.0,0.0,333.93
8731aacecffffff,0.5,0.0667,1.72,9.0,6.0,0.886,30.0,21.0,8.0,9.0,1.0,0.0,0.0,394.76
8731aacb5ffffff,0.3333,0.1367,1.72,6.0,3.0,0.835,24.0,18.0,8.0,6.0,1.0,0.0,0.0,697.25
8731abc16ffffff,0.1667,0.0,1.64,3.0,3.0,0.266,12.0,8.0,3.0,3.0,2.0,0.0,0.0,420.34
8731aa8deffffff,0.4722,0.0467,1.24,8.0,2.0,0.7,30.0,25.0,6.0,8.0,7.0,1.0,0.0,571.06
8731aaaa9ffffff,0.3333,0.1333,1.64,6.0,4.0,0.42,15.0,13.0,4.0,6.0,2.0,0.0,1.0,913.4
873185b44ffffff,0.1667,0.0233,1.32,3.0,0.0,0.672,19.0,18.0,6.0,3.0,6.0,0.0,0.0,623.79
8731818e8ffffff,0.3889,0.18,1.64,7.0,3.0,0.905,30.0,24.0,8.0,7.0,2.0,0.0,0.0,707.71
873185a41ffffff,0.0,0.0,1.8,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
8731aa373ffffff,0.3333,0.0233,1.56,6.0,5.0,0.504,13.0,11.0,6.0,6.0,3.0,0.0,0.0,820.02
8731aa330ffffff,0.0,0.0,1.8,0.0,0.0,0.017,6.0,1.0,1.0,0.0,0.0,0.0,0.0,502.97
873185b66ffffff,1.0,0.0667,1.64,21.0,2.0,0.661,30.0,28.0,7.0,21.0,2.0,0.0,0.0,565.66
873185a50ffffff,0.1667,0.0,1.8,3.0,3.0,0.02,5.0,3.0,1.0,3.0,0.0,0.0,1.0,1532.93
8731aa89bffffff,0.6389,0.0667,1.24,11.0,10.0,0.844,30.0,30.0,8.0,11.0,7.0,1.0,0.0,704.72
873181a32ffffff,0.6667,0.6467,1.4,12.0,2.0,0.788,30.0,28.0,7.0,12.0,5.0,0.0,1.0,390.75
8731aa842ffffff,0.2778,0.2,1.0,5.0,0.0,0.598,30.0,21.0,5.0,5.0,10.0,0.0,0.0,456.89
8731aac42ffffff,0.3056,0.09,1.32,5.0,3.0,0.712,17.0,15.0,8.0,5.0,6.0,1.0,0.0,808.33
873185b2dffffff,0.5556,0.0667,1.8,10.0,0.0,0.213,17.0,11.0,3.0,10.0,0.0,0.0,1.0,871.5
8731aad6affffff,0.9722,0.2233,1.8,17.0,3.0,0.668,26.0,23.0,6.0,17.0,0.0,1.0,0.0,773.59
873185a23ffffff,0.1111,0.0233,1.56,2.0,0.0,0.582,30.0,16.0,6.0,2.0,3.0,0.0,0.0,783.26
8731aac91ffffff,0.1667,0.0,1.32,3.0,3.0,0.615,30.0,22.0,5.0,3.0,6.0,0.0,0.0,548.83
8731aab5dffffff,0.0,0.0,1.64,0.0,0.0,0.018,7.0,2.0,1.0,0.0,2.0,0.0,0.0,604.75
8731aa0e1ffffff,0.2222,0.0233,1.4,4.0,3.0,0.717,28.0,21.0,6.0,4.0,5.0,0.0,1.0,527.59
8731aac0effffff,0.2778,0.29,1.8,5.0,5.0,0.673,30.0,27.0,6.0,5.0,0.0,0.0,0.0,520.47
8731a84f0ffffff,0.0,0.0,1.8,0.0,0.0,0.018,5.0,2.0,1.0,0.0,0.0,0.0,0.0,850.18
873181a23ffffff,1.0,0.2667,1.8,28.0,1.0,0.285,30.0,29.0,3.0,28.0,0.0,0.0,0.0,266.6
8731aa614ffffff,0.2222,0.09,1.16,4.0,4.0,0.852,25.0,22.0,8.0,4.0,8.0,0.0,0.0,780.98
8731aaab0ffffff,0.1111,0.0,1.72,2.0,2.0,0.316,14.0,8.0,4.0,2.0,1.0,0.0,2.0,493.99
873181b5affffff,0.2222,0.0233,1.64,4.0,0.0,0.703,30.0,17.0,7.0,4.0,2.0,0.0,0.0,915.35
8731a87aeffffff,0.1111,0.0,1.72,2.0,1.0,0.289,16.0,7.0,4.0,2.0,1.0,0.0,0.0,436.51
8731aaae1ffffff,0.2778,0.0667,1.72,5.0,2.0,0.453,16.0,13.0,5.0,5.0,1.0,0.0,1.0,385.14
8731aa652ffffff,0.2222,0.0,1.24,4.0,4.0,0.746,30.0,26.0,6.0,4.0,7.0,0.0,0.0,673.44
8731ae782ffffff,0.1111,0.0,1.72,2.0,1.0,0.292,11.0,8.0,4.0,2.0,1.0,0.0,0.0,919.03
873185b61ffffff,0.0556,0.0,1.8,1.0,0.0,0.118,30.0,4.0,2.0,1.0,0.0,0.0,0.0,243.4
8731aaac8ffffff,0.6111,0.0,1.4,11.0,11.0,0.422,21.0,18.0,4.0,11.0,5.0,0.0,0.0,637.11
873181a0effffff,0.0,0.0,1.72,0.0,0.0,0.017,3.0,1.0,1.0,0.0,1.0,0.0,1.0,3161.06
873185229ffffff,0.4444,0.0467,1.56,8.0,4.0,0.534,17.0,14.0,5.0,8.0,3.0,0.0,0.0,537.06
8731aaca3ffffff,0.25,0.2,0.84,4.0,3.0,0.656,30.0,28.0,6.0,4.0,12.0,1.0,2.0,294.24
8731aa0d4ffffff,0.0833,0.0667,1.8,1.0,14.0,0.485,30.0,25.0,4.0,1.0,0.0,1.0,0.0,873.2
8731aa8dcffffff,0.2778,0.0233,1.8,5.0,1.0,0.447,30.0,8.0,6.0,5.0,0.0,0.0,0.0,281.73
873185b5effffff,0.4444,0.4,1.72,8.0,8.0,0.807,30.0,29.0,7.0,8.0,1.0,0.0,0.0,501.95
8731a84d1ffffff,0.0,0.0,1.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
8731aad15ffffff,0.2222,0.0667,1.64,4.0,2.0,0.459,9.0,8.0,6.0,4.0,2.0,0.0,1.0,798.08
8731aa94affffff,0.3333,0.0,1.72,6.0,1.0,0.436,16.0,12.0,5.0,6.0,1.0,0.0,0.0,427.6
8731aa12effffff,0.2222,0.0667,1.72,4.0,3.0,0.697,30.0,23.0,7.0,4.0,1.0,0.0,0.0,559.02
873185a05ffffff,0.6944,0.2,1.8,12.0,1.0,0.684,30.0,19.0,6.0,12.0,0.0,1.0,0.0,524.29
8731aaaf3ffffff,0.1667,0.0233,1.72,3.0,2.0,0.309,9.0,7.0,4.0,3.0,1.0,0.0,0.0,556.77
8731ae790ffffff,0.4444,0.27,1.48,8.0,1.0,0.79,25.0,19.0,7.0,8.0,4.0,0.0,0.0,755.17
8731aa8e5ffffff,0.2778,0.09,1.08,5.0,3.0,0.592,17.0,17.0,6.0,5.0,9.0,0.0,0.0,807.18
8731aab2cffffff,0.2222,0.0467,1.56,4.0,1.0,0.417,20.0,9.0,5.0,4.0,3.0,0.0,0.0,749.26
8731aa0cbffffff,0.4722,0.4233,1.72,7.0,4.0,0.693,30.0,30.0,6.0,7.0,1.0,3.0,2.0,146.21
8731aa6e4ffffff,0.2778,0.0467,1.72,5.0,3.0,0.448,18.0,11.0,5.0,5.0,1.0,0.0,0.0,569.91
87318cd24ffffff,0.3333,0.2,1.24,6.0,7.0,0.903,30.0,28.0,8.0,6.0,7.0,0.0,0.0,447.67
8731aa80effffff,0.1667,0.0,1.48,3.0,3.0,0.277,30.0,9.0,3.0,3.0,4.0,0.0,0.0,507.72
873185a56ffffff,0.3611,0.0,1.56,6.0,5.0,0.341,12.0,10.0,4.0,6.0,3.0,1.0,0.0,830.89
8731aa8ceffffff,0.0556,0.0233,1.56,1.0,0.0,0.52,20.0,19.0,5.0,1.0,3.0,0.0,0.0,739.62
8731aab2affffff,0.5556,0.0667,1.4,10.0,7.0,0.517,18.0,16.0,5.0,10.0,5.0,0.0,0.0,758.25
8731aa48effffff,0.0556,0.0,1.24,1.0,3.0,0.607,28.0,16.0,6.0,1.0,7.0,0.0,0.0,610.77
8731aac02ffffff,0.3889,0.0233,1.4,7.0,6.0,0.679,30.0,16.0,7.0,7.0,5.0,0.0,0.0,628.19
8731aa8cdffffff,0.1111,0.0,1.4,2.0,2.0,0.637,30.0,23.0,5.0,2.0,5.0,0.0,1.0,442.31
873185b62ffffff,0.0556,0.0,1.32,1.0,0.0,0.365,18.0,12.0,4.0,1.0,6.0,0.0,0.0,866.94
8731818c4ffffff,0.1667,0.0467,1.8,3.0,0.0,0.321,21.0,9.0,4.0,3.0,0.0,0.0,0.0,809.11
8731aa232ffffff,0.0556,0.0,1.4,1.0,1.0,0.69,30.0,24.0,6.0,1.0,5.0,0.0,0.0,583.92
8731aa200ffffff,0.2222,0.0667,1.8,3.0,0.0,0.3,30.0,6.0,4.0,3.0,0.0,2.0,1.0,108.24
8731aa8a3ffffff,1.0,0.0,1.72,27.0,2.0,0.329,30.0,29.0,4.0,27.0,1.0,0.0,0.0,772.74
8731a8494ffffff,0.0,0.0,1.8,0.0,0.0,0.017,2.0,1.0,1.0,0.0,0.0,0.0,0.0,736.35
873185a20ffffff,0.6111,0.0667,1.56,11.0,2.0,0.55,26.0,17.0,5.0,11.0,3.0,0.0,0.0,378.26
873181a04ffffff,0.0556,0.0,1.8,1.0,1.0,0.017,5.0,1.0,1.0,1.0,0.0,0.0,0.0,892.06
87318c12affffff,0.1389,0.0667,1.56,2.0,1.0,0.838,30.0,21.0,8.0,2.0,3.0,1.0,0.0,531.19
8731ae4dbffffff,0.5556,0.0467,1.48,10.0,3.0,0.629,17.0,16.0,6.0,10.0,4.0,0.0,0.0,516.45
8731ae6b5ffffff,0.25,0.0233,1.64,4.0,3.0,0.633,15.0,13.0,7.0,4.0,2.0,1.0,0.0,826.65
8731ae6a2ffffff,0.1944,0.0,1.64,3.0,2.0,0.402,12.0,8.0,5.0,3.0,2.0,1.0,0.0,658.59
873181924ffffff,0.3333,0.0933,1.56,6.0,2.0,0.362,11.0,10.0,4.0,6.0,3.0,0.0,0.0,607.9
8731aaa0affffff,0.2778,0.0667,1.0,5.0,3.0,0.475,20.0,16.0,5.0,5.0,10.0,0.0,0.0,882.19
8731aaa0effffff,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
8731aa6adffffff,0.2778,0.2,1.8,5.0,3.0,0.685,30.0,21.0,6.0,5.0,0.0,0.0,1.0,778.26
873181ba4ffffff,0.2778,0.07,1.72,5.0,1.0,0.63,16.0,13.0,7.0,5.0,1.0,0.0,1.0,308.67
8731ae610ffffff,0.2778,0.09,1.64,5.0,1.0,0.514,14.0,11.0,6.0,5.0,2.0,0.0,0.0,717.89
8731aac60ffffff,0.5,0.0667,1.72,9.0,5.0,0.428,12.0,11.0,5.0,9.0,1.0,0.0,0.0,724.22
8731aaa8effffff,0.0,0.0,1.72,0.0,1.0,0.282,5.0,5.0,4.0,0.0,1.0,0.0,0.0,892.46
873185b28ffffff,0.8889,0.3567,1.8,16.0,4.0,0.796,30.0,26.0,7.0,16.0,0.0,0.0,0.0,596.62
8731a8489ffffff,0.0556,0.0,1.64,1.0,0.0,0.22,15.0,5.0,3.0,1.0,2.0,0.0,0.0,591.45
873185b1affffff,0.5278,0.0667,1.4,9.0,1.0,0.577,19.0,16.0,6.0,9.0,5.0,1.0,0.0,784.9
8731aa866ffffff,0.2222,0.0,1.64,4.0,0.0,0.146,7.0,6.0,2.0,4.0,2.0,0.0,0.0,878.81
8731aac64ffffff,0.3333,0.0,1.72,6.0,4.0,0.399,10.0,9.0,5.0,6.0,1.0,0.0,0.0,686.6
873185b46ffffff,0.8333,0.41,1.8,15.0,0.0,0.646,30.0,25.0,5.0,15.0,0.0,0.0,0.0,255.55
873185b49ffffff,0.1111,0.0,1.8,2.0,1.0,0.232,8.0,7.0,3.0,2.0,0.0,0.0,0.0,389.78
8731a8713ffffff,0.2222,0.0667,1.72,4.0,5.0,0.737,30.0,26.0,8.0,4.0,1.0,0.0,1.0,402.63
8731aad63ffffff,0.9444,0.0,1.8,17.0,0.0,0.138,20.0,18.0,2.0,17.0,0.0,0.0,0.0,874.37
8731aac06ffffff,0.5556,0.09,1.4,10.0,9.0,0.864,30.0,28.0,8.0,10.0,5.0,0.0,0.0,495.19
8731a841affffff,0.1111,0.0233,1.64,2.0,1.0,0.5,14.0,10.0,6.0,2.0,2.0,0.0,0.0,777.32
8731aadaeffffff,0.6111,0.0,1.56,11.0,7.0,0.649,24.0,21.0,5.0,11.0,3.0,0.0,1.0,381.45
8731abd8dffffff,0.0556,0.0,1.8,1.0,0.0,0.118,6.0,2.0,2.0,1.0,0.0,0.0,0.0,961.3
8731a8455ffffff,0.7222,0.0,1.64,13.0,6.0,0.705,30.0,20.0,6.0,13.0,2.0,0.0,0.0,541.29
873181992ffffff,0.2778,0.0,1.56,5.0,1.0,0.448,13.0,11.0,5.0,5.0,3.0,0.0,0.0,458.02
873185b6cffffff,0.1111,0.0,1.56,2.0,1.0,0.391,9.0,8.0,5.0,2.0,3.0,0.0,0.0,763.32
8731aad84ffffff,0.25,0.0,1.48,4.0,22.0,0.541,30.0,29.0,5.0,4.0,4.0,1.0,1.0,468.99
8731aa170ffffff,0.0,0.0,1.8,0.0,0.0,0.017,5.0,1.0,1.0,0.0,0.0,0.0,0.0,542.59
8731aa10dffffff,0.2778,0.0233,1.64,5.0,4.0,0.658,24.0,14.0,7.0,5.0,2.0,0.0,0.0,854.75
8731a8462ffffff,0.3333,0.1133,1.8,6.0,2.0,0.683,30.0,18.0,6.0,6.0,0.0,0.0,0.0,525.06
8731aa893ffffff,0.1111,0.0,1.56,2.0,0.0,0.277,10.0,9.0,3.0,2.0,3.0,0.0,0.0,672.33
873181a2affffff,0.0,0.0,1.24,0.0,0.0,0.59,30.0,18.0,5.0,0.0,7.0,0.0,0.0,794.62
8731aaba4ffffff,0.2222,0.0467,1.48,4.0,1.0,0.399,13.0,9.0,5.0,4.0,4.0,0.0,0.0,610.65
873185b71ffffff,0.6111,0.0,1.48,11.0,3.0,0.628,25.0,21.0,5.0,11.0,4.0,0.0,0.0,507.0
873181b14ffffff,0.1111,0.0467,1.72,2.0,0.0,0.391,10.0,8.0,5.0,2.0,1.0,0.0,0.0,387.97
8731aabb1ffffff,0.1111,0.0,1.72,2.0,0.0,0.227,9.0,6.0,3.0,2.0,1.0,0.0,0.0,847.33
8731ae614ffffff,0.1667,0.0,1.72,3.0,2.0,0.309,12.0,7.0,4.0,3.0,1.0,0.0,0.0,767.71
