spatial_unit,centroid_lng,centroid_lat,province,city,district,adcode,township,street,business_area,nearest_aoi,nearest_poi,formatted_address,zone,borough,display_name,name_source,name_confidence,regeo_status,regeo_info
8731aa203ffffff,117.0890910,39.9670059,河北省,廊坊市,三河市,131082,泃阳镇,永安街,,,高各庄村,河北省廊坊市三河市泃阳镇高各庄村,三河市 · 泃阳镇,三河市,三河市 · 泃阳镇,township,high,1,OK
873181a31ffffff,116.3332964,39.5339147,北京市,北京市,大兴区,110115,榆垡镇,G45大广高速,,,永兴桥,北京市大兴区榆垡镇永兴河北路,大兴区 · 榆垡镇,大兴区,大兴区 · 榆垡镇,township,high,1,OK
8731aa8caffffff,116.7889777,40.3124475,北京市,北京市,密云区,110118,河南寨镇,,,,荆平路,北京市密云区河南寨镇荆平路,密云区 · 河南寨镇,密云区,密云区 · 河南寨镇,township,high,1,OK
8731aa0aaffffff,116.6429752,40.0075424,北京市,北京市,通州区,110112,宋庄镇,葛渠路,,鲁能·格拉斯小镇,鲁能·格拉斯小镇,北京市通州区宋庄镇通州区宋庄镇TZ01-0101-0001地块(建设中)鲁能·格拉斯小镇,通州区 · 宋庄镇,通州区,通州区 · 宋庄镇,township,high,1,OK
8731aa600ffffff,116.7220054,39.7513545,北京市,北京市,通州区,110112,于家务回族乡,,,,北仪阁村,北京市通州区于家务回族乡新张南路,通州区 · 于家务回族乡,通州区,通州区 · 于家务回族乡,township,high,1,OK
873181819ffffff,116.0130997,39.5866919,北京市,北京市,房山区,110111,琉璃河镇,,,三利中和城,三利中和城,北京市房山区琉璃河镇三利中和城1期,房山区 · 琉璃河镇,房山区,房山区 · 琉璃河镇,township,high,1,OK
8731aa615ffffff,116.6851286,39.7347820,北京市,北京市,通州区,110112,于家务回族乡,,,,鑫创视界(北京)文化传媒有限公司,北京市通州区于家务回族乡鑫创视界(北京)文化传媒有限公司,通州区 · 于家务回族乡,通州区,通州区 · 于家务回族乡,township,high,1,OK
8731aab6cffffff,117.2136419,40.5091106,河北省,承德市,兴隆县,130822,上石洞乡,,,,小黄岩河,河北省承德市兴隆县上石洞乡营椴路,兴隆县 · 上石洞乡,兴隆县,兴隆县 · 上石洞乡,township,high,1,OK
8731aacf6ffffff,116.3105759,40.1309977,北京市,北京市,昌平区,110114,沙河镇,,,翠明湖,翠明湖,北京市昌平区沙河镇翠明湖,昌平区 · 沙河镇,昌平区,昌平区 · 沙河镇,township,high,1,OK
8731aa226ffffff,117.0565929,40.0354834,河北省,廊坊市,三河市,131082,泃阳镇,凤安街,,,梁台子村,河北省廊坊市三河市泃阳镇国旺路,三河市 · 泃阳镇,三河市,三河市 · 泃阳镇,township,high,1,OK
873185266ffffff,116.1014072,40.0474574,北京市,北京市,海淀区,110108,苏家坨镇,大觉寺路,,北京鹫峰国家森林公园,周云端和尚灵塔,北京市海淀区苏家坨镇周云端和尚灵塔北京鹫峰国家森林公园,海淀区 · 苏家坨镇,海淀区,海淀区 · 苏家坨镇,township,high,1,OK
87318180effffff,116.0187482,39.6207788,北京市,北京市,房山区,110111,石楼镇,,,,,北京市房山区石楼镇吉洄路,房山区 · 石楼镇,房山区,房山区 · 石楼镇,township,high,1,OK
87318185bffffff,116.1579028,39.5689732,河北省,保定市,涿州市,130681,义和庄镇,,,,古城村,河北省保定市涿州市义和庄镇古城村,涿州市 · 义和庄镇,涿州市,涿州市 · 义和庄镇,township,high,1,OK
8731aa190ffffff,116.4957776,40.0776042,北京市,北京市,朝阳区,110105,孙河乡,,,北京温榆河公园·温榆碧心,北京温榆河公园·温榆碧心,北京市朝阳区孙河乡滨河路北京温榆河公园·温榆碧心,朝阳区 · 孙河乡,朝阳区,朝阳区 · 孙河乡,township,high,1,OK
8731aac94ffffff,116.1673529,40.0982255,北京市,北京市,海淀区,110108,苏家坨镇,稻香湖北路,,中国纪检监察学院,中国纪检监察学院,北京市海淀区苏家坨镇苏家坨东路中国纪检监察学院,海淀区 · 苏家坨镇,海淀区,海淀区 · 苏家坨镇,township,high,1,OK
8731aab63ffffff,117.1763421,40.4928574,北京市,北京市,密云区,110118,北庄镇,,,,苇子峪三桥,北京市密云区北庄镇沙太路,密云区 · 北庄镇,密云区,密云区 · 北庄镇,township,high,1,OK
8731a87a0ffffff,117.2703705,40.6272495,北京市,北京市,密云区,110118,太师屯镇,,,,北京老蔡挚友民俗饭庄,北京市密云区太师屯镇松曹路,密云区 · 太师屯镇,密云区,密云区 · 太师屯镇,township,high,1,OK
873181d4dffffff,115.7970295,39.5190788,北京市,北京市,房山区,110111,大石窝镇,,,,南河村,北京市房山区大石窝镇南河路,房山区 · 大石窝镇,房山区,房山区 · 大石窝镇,township,high,1,OK
87318599dffffff,115.4137438,40.4477497,河北省,张家口市,怀来县,130730,新保安镇,,,新保安中心卫生院20号公共厕所,新保安中心卫生院20号公共厕所,河北省张家口市怀来县新保安镇125乡道新保安中心卫生院20号公共厕所,怀来县 · 新保安镇,怀来县,怀来县 · 新保安镇,township,high,1,OK
8731a8473ffffff,117.1693610,40.6978694,北京市,北京市,密云区,110118,古北口镇,,,,关门外,北京市密云区古北口镇关门外,密云区 · 古北口镇,密云区,密云区 · 古北口镇,township,high,1,OK
8731aad91ffffff,116.1388282,40.2012737,北京市,北京市,昌平区,110114,马池口镇,,,华彬国际高尔夫俱乐部,华彬国际高尔夫俱乐部,北京市昌平区马池口镇华彬国际高尔夫俱乐部,昌平区 · 马池口镇,昌平区,昌平区 · 马池口镇,township,high,1,OK
8731852f3ffffff,115.9812897,39.8772063,北京市,北京市,门头沟区,110109,潭柘寺镇,,,天门山景区,天门山景区,北京市门头沟区潭柘寺镇东港村天门山景区,门头沟区 · 潭柘寺镇,门头沟区,门头沟区 · 潭柘寺镇,township,high,1,OK
873181901ffffff,115.9501074,39.7576914,北京市,北京市,房山区,110111,东风街道,双泉路,,燕山石化生产厂区西,燕山石化生产厂区西,北京市房山区东风街道双泉路燕山石化生产厂区西,房山区 · 东风街道,房山区,房山区 · 东风街道,township,high,1,OK
8731aa8d8ffffff,116.7517106,40.2959770,北京市,北京市,密云区,110118,河南寨镇,,,,潮白河,北京市密云区河南寨镇左堤路,密云区 · 河南寨镇,密云区,密云区 · 河南寨镇,township,high,1,OK
8731aa660ffffff,116.8777224,39.8003720,北京市,北京市,通州区,110112,西集镇,靓丽五街,,,西集一桥,北京市通州区西集镇G1京哈高速,通州区 · 西集镇,通州区,通州区 · 西集镇,township,high,1,OK
8731aa492ffffff,116.1808630,39.7051668,北京市,北京市,房山区,110111,拱辰街道,,,,北京工业大学房山新校区(建设中),北京市房山区拱辰街道良梨路,房山区 · 拱辰街道,房山区,房山区 · 拱辰街道,township,high,1,OK
8731aa4c2ffffff,116.3910375,39.7376674,北京市,北京市,大兴区,110115,观音寺街道,沐和街,,,内部地面停车场(出入口),北京市大兴区观音寺街道沐育街,大兴区 · 观音寺街道,大兴区,大兴区 · 观音寺街道,township,high,1,OK
873181b13ffffff,116.2627958,39.5853962,北京市,北京市,大兴区,110115,庞各庄镇,前福街,,,北曹各庄村村民委员会,北京市大兴区庞各庄镇曹丰路,大兴区 · 庞各庄镇,大兴区,大兴区 · 庞各庄镇,township,high,1,OK
873181b4cffffff,116.5091121,39.6345695,北京市,北京市,大兴区,110115,安定镇,郑前路,,安定训练基地,安定训练基地,北京市大兴区安定镇前安定路安定训练基地,大兴区 · 安定镇,大兴区,大兴区 · 安定镇,township,high,1,OK
8731a84cdffffff,117.1810286,40.5780611,北京市,北京市,密云区,110118,太师屯镇,,,,黑古沿村,北京市密云区太师屯镇G45大广高速,密云区 · 太师屯镇,密云区,密云区 · 太师屯镇,township,high,1,OK
8731aab66ffffff,117.1454418,40.5105687,北京市,北京市,密云区,110118,北庄镇,,,,朱家湾村民委员会,北京市密云区北庄镇北京半移堂民宿,密云区 · 北庄镇,密云区,密云区 · 北庄镇,township,high,1,OK
873181a25ffffff,116.3759675,39.5846329,北京市,北京市,大兴区,110115,庞各庄镇,赵安路,,,南顿垡村村民委员会,北京市大兴区庞各庄镇李南路,大兴区 · 庞各庄镇,大兴区,大兴区 · 庞各庄镇,township,high,1,OK
8731aa653ffffff,116.8367770,39.6990697,北京市,北京市,通州区,110112,永乐店镇,,,,坚村北路,北京市通州区永乐店镇坚村北路,通州区 · 永乐店镇,通州区,通州区 · 永乐店镇,township,high,1,OK
8731aa854ffffff,116.7908880,40.4490951,北京市,北京市,密云区,110118,西田各庄镇,黄坨子东街,,,坟庄村,北京市密云区西田各庄镇坟龚路,密云区 · 西田各庄镇,密云区,密云区 · 西田各庄镇,township,high,1,OK
8731818daffffff,116.0359440,39.4502885,河北省,保定市,涿州市,130681,豆庄镇,兴隆街,,,牛津花园小区,河北省保定市涿州市豆庄镇学校路,涿州市 · 豆庄镇,涿州市,涿州市 · 豆庄镇,township,high,1,OK
8731a87b3ffffff,117.2265384,40.5770549,北京市,北京市,密云区,110118,太师屯镇,,,,令公(公交站),北京市密云区太师屯镇令石路,密云区 · 太师屯镇,密云区,密云区 · 太师屯镇,township,high,1,OK
8731aa643ffffff,116.8879124,39.7323600,北京市,北京市,通州区,110112,漷县镇,觅西路,,,摩登家庭农场,北京市通州区漷县镇314乡道,通州区 · 漷县镇,通州区,通州区 · 漷县镇,township,high,1,OK
8731aa674ffffff,116.8183126,39.7841617,北京市,北京市,通州区,110112,西集镇,,,,老庄户村,北京市通州区西集镇新堤路,通州区 · 西集镇,通州区,通州区 · 西集镇,township,high,1,OK
8731aa09dffffff,116.6225600,39.9566818,北京市,北京市,朝阳区,110105,金盏乡,金榆路,,,国能国华(北京)燃气热电有限公司,北京市朝阳区金盏乡马各庄东路,朝阳区 · 金盏乡,朝阳区,朝阳区 · 金盏乡,township,high,1,OK
873181b0effffff,116.3365532,39.6189374,北京市,北京市,大兴区,110115,庞各庄镇,,,,振东西瓜采摘园,北京市大兴区庞各庄镇宋各庄路,大兴区 · 庞各庄镇,大兴区,大兴区 · 庞各庄镇,township,high,1,OK
8731aaa08ffffff,117.1216899,40.3235318,北京市,北京市,平谷区,110117,镇罗营镇,,,,上镇路,北京市平谷区镇罗营镇上镇路,平谷区 · 镇罗营镇,平谷区,平谷区 · 镇罗营镇,township,high,1,OK
8731aaacdffffff,117.1930950,40.2200306,北京市,北京市,平谷区,110117,南独乐河镇,,,,北寨姚建明红杏采摘园,北京市平谷区南独乐河镇熊南路,平谷区 · 南独乐河镇,平谷区,平谷区 · 南独乐河镇,township,high,1,OK
8731aa852ffffff,116.7847009,40.4150149,北京市,北京市,密云区,110118,西田各庄镇,,,,董各庄村村民委员会,北京市密云区西田各庄镇太子务西路,密云区 · 西田各庄镇,密云区,密云区 · 西田各庄镇,township,high,1,OK
8731aababffffff,116.9690618,40.3605104,北京市,北京市,密云区,110118,巨各庄镇,,,,南霍各庄,北京市密云区巨各庄镇密三路,密云区 · 巨各庄镇,密云区,密云区 · 巨各庄镇,township,high,1,OK
873185b0dffffff,115.9541281,40.4779286,北京市,北京市,延庆区,110119,延庆镇,,,,王庄职工公寓,北京市延庆区延庆镇团结路,延庆区 · 延庆镇,延庆区,延庆区 · 延庆镇,township,high,1,OK
8731aa853ffffff,116.8075320,40.4146202,北京市,北京市,密云区,110118,西田各庄镇,,,,北京首钢石灰石矿办公楼,北京市密云区西田各庄镇北京首钢石灰石矿办公楼,密云区 · 西田各庄镇,密云区,密云区 · 西田各庄镇,township,high,1,OK
8731aaa1affffff,117.0554958,40.2736872,北京市,北京市,平谷区,110117,大华山镇,大峪子大街,,,北京市平谷区大华山镇敬老院,北京市平谷区大华山镇胡熊路,平谷区 · 大华山镇,平谷区,平谷区 · 大华山镇,township,high,1,OK
8731aa300ffffff,117.0239904,40.1040338,北京市,北京市,平谷区,110117,马坊镇,,,,超技茂骏马术运动(北京)有限公司,北京市平谷区马坊镇大果各庄路,平谷区 · 马坊镇,平谷区,平谷区 · 马坊镇,township,high,1,OK
873185aedffffff,116.0727422,40.2876846,北京市,北京市,昌平区,110114,南口镇,,,,居庸关长城-七号敌楼,北京市昌平区南口镇居庸关长城-七号敌楼,昌平区 · 南口镇,昌平区,昌平区 · 南口镇,township,high,1,OK
8731a848effffff,116.9840695,40.5651179,北京市,北京市,密云区,110118,不老屯镇,,,,不老屯村,北京市密云区不老屯镇天文台路,密云区 · 不老屯镇,密云区,密云区 · 不老屯镇,township,high,1,OK
8731aa04affffff,116.9046260,40.0719453,北京市,北京市,顺义区,110113,大孙各庄镇,,,,壹玖建筑科技篷房帐篷租赁公司,北京市顺义区大孙各庄镇壹玖建筑科技篷房帐篷租赁公司,顺义区 · 大孙各庄镇,顺义区,顺义区 · 大孙各庄镇,township,high,1,OK
8731aaba0ffffff,116.9070400,40.3957736,北京市,北京市,密云区,110118,穆家峪镇,双沙路,,,百年栗园生态农业公司(建设中),北京市密云区穆家峪镇京密路,密云区 · 穆家峪镇,密云区,密云区 · 穆家峪镇,township,high,1,OK
8731aab8dffffff,116.9772892,40.3433026,北京市,北京市,密云区,110118,东邵渠镇,,,,界牌村南路,北京市密云区东邵渠镇密三路,密云区 · 东邵渠镇,密云区,密云区 · 东邵渠镇,township,high,1,OK
8731aab2dffffff,117.0771646,40.5119882,北京市,北京市,密云区,110118,太师屯镇,致富路,,,金山丰岭饭店,北京市密云区太师屯镇金山丰岭饭店,密云区 · 太师屯镇,密云区,密云区 · 太师屯镇,township,high,1,OK
8731aa068ffffff,116.9170612,40.1398423,北京市,北京市,顺义区,110113,张镇,麻林山北路,,,良山南环路,北京市顺义区张镇木孙路,顺义区 · 张镇,顺义区,顺义区 · 张镇,township,high,1,OK
873181d63ffffff,115.7340967,39.5533336,北京市,北京市,房山区,110111,大石窝镇,,,,蔡庄村,北京市房山区大石窝镇蔡庄村党支部,房山区 · 大石窝镇,房山区,房山区 · 大石窝镇,township,high,1,OK
8731aa85cffffff,116.8448715,40.4310499,北京市,北京市,密云区,110118,溪翁庄镇,,,,东智北路,北京市密云区溪翁庄镇东智北路,密云区 · 溪翁庄镇,密云区,密云区 · 溪翁庄镇,township,high,1,OK
873181d6bffffff,115.7883872,39.5361661,北京市,北京市,房山区,110111,大石窝镇,房易路,,,康养经络养生法,北京市房山区大石窝镇南河路,房山区 · 大石窝镇,房山区,房山区 · 大石窝镇,township,high,1,OK
8731aaac3ffffff,117.1333925,40.2041526,北京市,北京市,平谷区,110117,王辛庄镇,,,,山东庄镇公墓管理处,北京市平谷区王辛庄镇北屯北路,平谷区 · 王辛庄镇,平谷区,平谷区 · 王辛庄镇,township,high,1,OK
8731aa05dffffff,116.8819834,40.0722963,北京市,北京市,顺义区,110113,大孙各庄镇,良顺街,,,北京绿洲之星科技有限公司,北京市顺义区大孙各庄镇414乡道,顺义区 · 大孙各庄镇,顺义区,顺义区 · 大孙各庄镇,township,high,1,OK
8731aa048ffffff,116.9190532,40.0887377,北京市,北京市,顺义区,110113,大孙各庄镇,七大路,,大孙各庄镇人民政府,大孙各庄镇人民政府,北京市顺义区大孙各庄镇力天新园煎药中心大孙各庄镇人民政府,顺义区 · 大孙各庄镇,顺义区,顺义区 · 大孙各庄镇,township,high,1,OK
8731aab91ffffff,116.8800609,40.3109142,北京市,北京市,密云区,110118,东邵渠镇,,,,银冶岭村3区,北京市密云区东邵渠镇河东路,密云区 · 东邵渠镇,密云区,密云区 · 东邵渠镇,township,high,1,OK
8731aac44ffffff,116.4800312,40.2486816,北京市,北京市,昌平区,110114,兴寿镇,富康北路,,兴寿镇半壁店住宅小区,兴寿镇半壁店住宅小区,北京市昌平区兴寿镇新世纪商城(兴寿半壁店超市)兴寿镇半壁店住宅小区,昌平区 · 兴寿镇,昌平区,昌平区 · 兴寿镇,township,high,1,OK
8731a848cffffff,116.9986457,40.5819143,北京市,北京市,密云区,110118,不老屯镇,,,,密云区不老屯镇丑山子村村委会,北京市密云区不老屯镇丑边路,密云区 · 不老屯镇,密云区,密云区 · 不老屯镇,township,high,1,OK
8731aad81ffffff,116.1905734,40.2350188,北京市,北京市,昌平区,110114,城南街道,旧西路,,乐多港卡乐星球,乐多港卡乐星球,北京市昌平区城南街道乐多港卡乐星球(北门),昌平区 · 城南街道,昌平区,昌平区 · 城南街道,township,high,1,OK
8731abdb6ffffff,117.2075935,40.2367565,北京市,北京市,平谷区,110117,南独乐河镇,,,,北寨客运站,北京市平谷区南独乐河镇熊南路,平谷区 · 南独乐河镇,平谷区,平谷区 · 南独乐河镇,township,high,1,OK
873185b1bffffff,115.8964328,40.4096766,北京市,北京市,延庆区,110119,康庄镇,,,,马营村村民委员会,北京市延庆区康庄镇康张路,延庆区 · 康庄镇,延庆区,延庆区 · 康庄镇,township,high,1,OK
8731aa326ffffff,116.9994697,40.1554945,北京市,北京市,平谷区,110117,峪口镇,,,,官厂路,北京市平谷区峪口镇官厂路,平谷区 · 峪口镇,平谷区,平谷区 · 峪口镇,township,high,1,OK
8731aab16ffffff,116.9360857,40.4293869,北京市,北京市,密云区,110118,穆家峪镇,,,,西穆家峪幼儿园,北京市密云区穆家峪镇穆石路,密云区 · 穆家峪镇,密云区,密云区 · 穆家峪镇,township,high,1,OK
873185b52ffffff,115.9802782,40.4260526,北京市,北京市,延庆区,110119,大榆树镇,东刘路,,北京市濒危水生野生动植物种科学委员会,北京市濒危水生野生动植物种科学委员会,北京市延庆区大榆树镇大众家园北京市濒危水生野生动植物种科学委员会,延庆区 · 大榆树镇,延庆区,延庆区 · 大榆树镇,township,high,1,OK
873185a0cffffff,115.9919548,40.3571765,北京市,北京市,延庆区,110119,八达岭镇,,,八达岭野生动物世界,八达岭野生动物世界,北京市延庆区八达岭镇八达岭野生动物世界,延庆区 · 八达岭镇,延庆区,延庆区 · 八达岭镇,township,high,1,OK
873185b08ffffff,115.9396946,40.4608698,北京市,北京市,延庆区,110119,延庆镇,,,,北京铂林农业科技有限公司,北京市延庆区延庆镇芳荷路,延庆区 · 延庆镇,延庆区,延庆区 · 延庆镇,township,high,1,OK
873185b41ffffff,116.0698429,40.4766653,北京市,北京市,延庆区,110119,井庄镇,,,,南老君堂村西(公交站),北京市延庆区井庄镇滨河南路,延庆区 · 井庄镇,延庆区,延庆区 · 井庄镇,township,high,1,OK
8731aaa1effffff,117.0473162,40.2908738,北京市,北京市,平谷区,110117,大华山镇,,,,东辛撞村,北京市平谷区大华山镇后西路,平谷区 · 大华山镇,平谷区,平谷区 · 大华山镇,township,high,1,OK
8731aa38effffff,116.9537927,39.9691455,河北省,廊坊市,三河市,131082,齐心庄镇,政和巷,,,荣家堡村,河北省廊坊市三河市齐心庄镇吉祥路,三河市 · 齐心庄镇,三河市,三河市 · 齐心庄镇,township,high,1,OK
87318520dffffff,116.0355248,39.9966251,北京市,北京市,门头沟区,110109,妙峰山镇,,,,丁家滩1号桥,北京市门头沟区妙峰山镇京拉线,门头沟区 · 妙峰山镇,门头沟区,门头沟区 · 妙峰山镇,township,high,1,OK
873181b4affffff,116.5031823,39.6006334,北京市,北京市,大兴区,110115,安定镇,,,,东白塔民族小学,北京市大兴区安定镇白塔东路,大兴区 · 安定镇,大兴区,大兴区 · 安定镇,township,high,1,OK
8731aaba1ffffff,116.9298178,40.3953588,北京市,北京市,密云区,110118,巨各庄镇,,,,九泗伍马术俱乐部,北京市密云区巨各庄镇G45大广高速,密云区 · 巨各庄镇,密云区,密云区 · 巨各庄镇,township,high,1,OK
873185b64ffffff,116.0350965,40.5458678,北京市,北京市,延庆区,110119,旧县镇,旧小路,,,古城东桥,北京市延庆区旧县镇古界路,延庆区 · 旧县镇,延庆区,延庆区 · 旧县镇,township,high,1,OK
8731aaac0ffffff,117.1252605,40.2213178,北京市,北京市,平谷区,110117,王辛庄镇,,,,太后如来农家院,北京市平谷区王辛庄镇平程路,平谷区 · 王辛庄镇,平谷区,平谷区 · 王辛庄镇,township,high,1,OK
873185b48ffffff,116.1016186,40.4591110,北京市,北京市,延庆区,110119,井庄镇,,,,艾柳路,北京市延庆区井庄镇艾柳路,延庆区 · 井庄镇,延庆区,延庆区 · 井庄镇,township,high,1,OK
8731aaa36ffffff,116.9918011,40.3600901,北京市,北京市,密云区,110118,巨各庄镇,密三路,,,金山子村村民委员会,北京市密云区巨各庄镇北京老年乐养老服务中心,密云区 · 巨各庄镇,密云区,密云区 · 巨各庄镇,township,high,1,OK
8731aaac4ffffff,117.1171219,40.2384876,北京市,北京市,平谷区,110117,熊儿寨乡,,,,熊儿寨乡(平程路),北京市平谷区熊儿寨乡九花庵,平谷区 · 熊儿寨乡,平谷区,平谷区 · 熊儿寨乡,township,high,1,OK
8731aa336ffffff,116.9479264,40.1223140,北京市,北京市,顺义区,110113,张镇,雁户庄南环路,,,北京市顺义区张镇绿化委员会,北京市顺义区张镇吕布屯环村路,顺义区 · 张镇,顺义区,顺义区 · 张镇,township,high,1,OK
873185ae9ffffff,116.0813779,40.2704386,北京市,北京市,昌平区,110114,南口镇,,,,凤凰山陵园(东南门),北京市昌平区南口镇南羊路,昌平区 · 南口镇,昌平区,昌平区 · 南口镇,township,high,1,OK
8731aa851ffffff,116.8220467,40.4314548,北京市,北京市,密云区,110118,西田各庄镇,,,,西智村住房东区,北京市密云区西田各庄镇西智东区20号楼,密云区 · 西田各庄镇,密云区,密云区 · 西田各庄镇,township,high,1,OK
8731aacecffffff,116.4308166,40.1638119,北京市,北京市,昌平区,110114,小汤山镇,常后路,,,中共中央党校中国华能集团有限公司党校,北京市昌平区小汤山镇常后路,昌平区 · 小汤山镇,昌平区,昌平区 · 小汤山镇,township,high,1,OK
8731aacb5ffffff,116.1875142,40.1493947,北京市,北京市,海淀区,110108,上庄镇,,,,周家湾,北京市海淀区上庄镇周家湾,海淀区 · 上庄镇,海淀区,海淀区 · 上庄镇,township,high,1,OK
8731abc16ffffff,117.3671245,40.1825852,北京市,北京市,平谷区,110117,金海湖镇,,,,上堡子村,北京市平谷区金海湖镇上堡子路,平谷区 · 金海湖镇,平谷区,平谷区 · 金海湖镇,township,high,1,OK
8731aa8deffffff,116.7289125,40.2963393,北京市,北京市,怀柔区,110116,北房镇,,,,大罗山村,北京市怀柔区北房镇通怀路,怀柔区 · 北房镇,怀柔区,怀柔区 · 北房镇,township,high,1,OK
8731aaaa9ffffff,117.0410021,40.2569204,北京市,北京市,平谷区,110117,大华山镇,大峪子大街,,平谷桃花海,大沙河,北京市平谷区大华山镇大沙河平谷桃花海,平谷区 · 大华山镇,平谷区,平谷区 · 大华山镇,township,high,1,OK
873185b44ffffff,116.0380298,40.4942224,北京市,北京市,延庆区,110119,沈家营镇,,,,北京市延庆区沈家营镇西王化营村村民委员会,北京市延庆区沈家营镇西唐路,延庆区 · 沈家营镇,延庆区,延庆区 · 沈家营镇,township,high,1,OK
8731818e8ffffff,116.0983189,39.5522321,河北省,保定市,涿州市,130681,码头镇,镇府西路,,,总台嘉园小区,河北省保定市涿州市码头镇塘燕复线,涿州市 · 码头镇,涿州市,涿州市 · 码头镇,township,high,1,OK
873185a41ffffff,116.1303789,40.3557326,北京市,北京市,延庆区,110119,井庄镇,,,,椿树安,北京市延庆区井庄镇椿树安,延庆区 · 井庄镇,延庆区,延庆区 · 井庄镇,township,high,1,OK
8731aa373ffffff,117.1369305,40.1020713,北京市,北京市,平谷区,110117,东高村镇,,,,文峰塔,北京市平谷区东高村镇洙大路,平谷区 · 东高村镇,平谷区,平谷区 · 东高村镇,township,high,1,OK
8731aa330ffffff,116.9705672,40.1219412,北京市,北京市,平谷区,110117,马昌营镇,,,,王官屯西路,北京市平谷区马昌营镇刘大路,平谷区 · 马昌营镇,平谷区,平谷区 · 马昌营镇,township,high,1,OK
873185b66ffffff,116.0206347,40.5288264,北京市,北京市,延庆区,110119,张山营镇,苏韩路,,,韩郝庄路口(公交站),北京市延庆区张山营镇沈韩路,延庆区 · 张山营镇,延庆区,延庆区 · 张山营镇,township,high,1,OK
873185a50ffffff,116.0554499,40.3221900,北京市,北京市,延庆区,110119,八达岭镇,,,虎峪自然风景区,虎峪自然风景区,北京市延庆区八达岭镇虎峪自然风景区,延庆区 · 八达岭镇,延庆区,延庆区 · 八达岭镇,township,high,1,OK
8731aa89bffffff,116.6003400,40.2812044,北京市,北京市,怀柔区,110116,庙城镇,,,,北京沃绿洁外墙清洗环保工程有限公司,北京市怀柔区庙城镇北京沃绿洁外墙清洗环保工程有限公司,怀柔区 · 庙城镇,怀柔区,怀柔区 · 庙城镇,township,high,1,OK
873181a32ffffff,116.2964765,39.5171417,北京市,北京市,大兴区,110115,榆垡镇,,,榆垡城市森林公园,榆垡城市森林公园,北京市大兴区榆垡镇G45大广高速榆垡城市森林公园,大兴区 · 榆垡镇,大兴区,大兴区 · 榆垡镇,township,high,1,OK
8731aa842ffffff,116.8365677,40.4482865,北京市,北京市,密云区,110118,溪翁庄镇,密关路,,,北京海湾半山酒店,北京市密云区溪翁庄镇北京海湾半山温泉酒店·加·咖啡,密云区 · 溪翁庄镇,密云区,密云区 · 溪翁庄镇,township,high,1,OK
8731aac42ffffff,116.4740466,40.2145589,北京市,北京市,顺义区,110113,赵全营镇,幸福街,,,651乡道,北京市顺义区赵全营镇651乡道,顺义区 · 赵全营镇,顺义区,顺义区 · 赵全营镇,township,high,1,OK
873185b2dffffff,115.9511071,40.5295967,北京市,北京市,延庆区,110119,张山营镇,,,玉渡山风景区,龙聚山庄2期,北京市延庆区张山营镇古龙路玉渡山风景区,延庆区 · 张山营镇,延庆区,延庆区 · 张山营镇,township,high,1,OK
8731aad6affffff,116.4666504,40.3686601,北京市,北京市,怀柔区,110116,九渡河镇,,,,青盐山舍民宿(四渡河分店),北京市怀柔区九渡河镇青盐山舍民宿(四渡河分店),怀柔区 · 九渡河镇,怀柔区,怀柔区 · 九渡河镇,township,high,1,OK
873185a23ffffff,115.9514410,40.3919508,北京市,北京市,延庆区,110119,八达岭镇,,,,北京市延庆区八达岭镇大浮坨,北京市延庆区八达岭镇S3801京礼高速,延庆区 · 八达岭镇,延庆区,延庆区 · 八达岭镇,township,high,1,OK
8731aac91ffffff,116.1988141,40.0808130,北京市,北京市,海淀区,110108,上庄镇,翠湖南路,,,京西稻保护性种植区,北京市海淀区上庄镇翠湖东路,海淀区 · 上庄镇,海淀区,海淀区 · 上庄镇,township,high,1,OK
8731aab5dffffff,117.1862211,40.4244581,北京市,北京市,密云区,110118,大城子镇,,,,前沙岭,北京市密云区大城子镇沙太路,密云区 · 大城子镇,密云区,密云区 · 大城子镇,township,high,1,OK
8731aa0e1ffffff,116.7851874,40.0396838,北京市,北京市,顺义区,110113,李遂镇,木燕辅路,,赵庄村村委会,赵庄村村委会,北京市顺义区李遂镇顺义区李遂镇赵庄村党支部赵庄村村委会,顺义区 · 李遂镇,顺义区,顺义区 · 李遂镇,township,high,1,OK
8731aac0effffff,116.3596509,40.2159833,北京市,北京市,昌平区,110114,崔村镇,昌崔路,,,昌平区崔村镇市政管理服务中心,北京市昌平区崔村镇怀昌路,昌平区 · 崔村镇,昌平区,昌平区 · 崔村镇,township,high,1,OK
8731a84f0ffffff,117.0588799,40.5977586,北京市,北京市,密云区,110118,高岭镇,,,,四合村村民委员会,北京市密云区高岭镇四车路,密云区 · 高岭镇,密云区,密云区 · 高岭镇,township,high,1,OK
873181a23ffffff,116.3701191,39.5506693,北京市,北京市,大兴区,110115,礼贤镇,,,,凯捷·云尚民宿(大兴国际机场店),北京市大兴区礼贤镇凌云路,大兴区 · 礼贤镇,大兴区,大兴区 · 礼贤镇,township,high,1,OK
8731aa614ffffff,116.6625558,39.7350297,北京市,北京市,通州区,110112,马驹桥镇,,,,北京小学通州分校南校区,北京市通州区马驹桥镇长波路,通州区 · 马驹桥镇,通州区,通州区 · 马驹桥镇,township,high,1,OK
