spatial_unit,pickup_count,avg_distance,avg_duration_min,avg_price,short_trip_ratio,late_pickup_ratio,weekend_pickup_ratio,dropoff_count,active_night_hours,active_nights,max_hourly_activity,weekday_avg_activity,weekend_avg_activity,total_activity,inflow_outflow_balance,activity_persistence,weekend_boost,night_vitality_score,cluster_id,region_type,spatial_unit_type,zone,borough,score_ratio,bar_density,restaurant_density,subway_distance,entertainment_poi_count,tourism_poi_count,poi_diversity,poi_total_count,poi_meaningful_count,poi_category_count,nightlife_poi_count,transport_poi_count,business_area_count,aoi_count,avg_poi_distance,long_trip_ratio,airport_like_score,station_like_score,hub_penalty,is_transport_hub,adjusted_night_vitality_score,source_spatial_unit,source_zone
8731aa791ffffff,3.0,10.0942,33.47666666666667,0.0,0.0,0.0,0.3333333333333333,4.0,7,6,1,1.0,1.0,7.0,0.1428571428571428,0.1666666666666666,1.0,8.09,0,return_destination,h3,活动网格 8731aa791ffffff,Beijing,0.0984783931832014,0.0833,0.0,0.92,1.0,1.0,0.59,30.0,24.0,5.0,1.0,11.0,1.0,1.0,740.61,0.5079,0.2285,0.1777,4.11,False,3.98,8731aa791ffffff,活动网格 8731aa791ffffff
8731aad70ffffff,3.0,10.924266666666666,40.0,0.0,0.0,0.0,0.0,4.0,7,4,1,1.0,1.0,7.0,0.1428571428571428,0.1666666666666666,1.0,8.09,0,return_destination,h3,活动网格 8731aad70ffffff,Beijing,0.0984783931832014,1.0,0.38,1.8,20.0,2.0,0.67,30.0,27.0,6.0,20.0,0.0,0.0,0.0,678.99,0.577,0.2597,0.202,4.67,False,3.42,8731aad70ffffff,活动网格 8731aad70ffffff
87318186bffffff,2.0,5.497400000000001,28.185,0.0,0.0,0.0,0.0,5.0,7,5,1,1.0,1.0,7.0,0.4285714285714285,0.1666666666666666,1.0,8.07,0,return_destination,h3,活动网格 87318186bffffff,Beijing,0.0982349360925136,0.3889,0.1367,1.4,7.0,4.0,0.863,30.0,28.0,8.0,7.0,5.0,0.0,0.0,547.15,0.1248,0.0562,0.0437,1.01,False,7.06,87318186bffffff,活动网格 87318186bffffff
873185b55ffffff,2.0,2.65605,13.125,0.0,0.0,0.0,0.0,5.0,7,4,1,1.0,1.0,7.0,0.4285714285714285,0.1666666666666666,1.0,8.07,0,return_destination,h3,活动网格 873185b55ffffff,Beijing,0.0982349360925136,0.8889,0.3633,1.56,16.0,5.0,0.955,30.0,29.0,10.0,16.0,3.0,0.0,0.0,620.23,0.0,0.0,0.0,0.0,False,8.07,873185b55ffffff,活动网格 873185b55ffffff
8731aa61bffffff,2.0,4.6937,24.59,0.0,0.0,0.0,0.5,5.0,7,6,1,1.0,1.0,7.0,0.4285714285714285,0.1666666666666666,1.0,8.07,0,return_destination,h3,活动网格 8731aa61bffffff,Beijing,0.0982349360925136,0.4444,0.5333,1.48,8.0,1.0,0.691,30.0,26.0,6.0,8.0,4.0,0.0,2.0,278.04,0.0578,0.026,0.0202,0.47,False,7.6,8731aa61bffffff,活动网格 8731aa61bffffff
873181b5effffff,2.0,10.1916,37.49,0.0,0.0,0.0,0.0,5.0,7,6,1,1.0,1.0,7.0,0.4285714285714285,0.1666666666666666,1.0,8.07,0,return_destination,h3,活动网格 873181b5effffff,Beijing,0.0982349360925136,0.7778,0.2,1.64,14.0,4.0,0.714,21.0,20.0,6.0,14.0,2.0,0.0,0.0,756.31,0.516,0.2322,0.1806,4.18,False,3.89,873181b5effffff,活动网格 873181b5effffff
8731aa049ffffff,1.0,45.9252,59.98,0.0,0.0,0.0,0.0,6.0,7,4,1,1.0,1.0,7.0,0.7142857142857143,0.1666666666666666,1.0,8.06,1,transport_hub_like,h3,活动网格 8731aa049ffffff,Beijing,0.0981132075471698,0.1111,0.0233,1.64,2.0,1.0,0.453,20.0,13.0,5.0,2.0,2.0,0.0,0.0,542.18,1.0,0.45,0.35,8.1,False,0.0,8731aa049ffffff,活动网格 8731aa049ffffff
873185245ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7,6,1,1.0,1.0,7.0,1.0,0.1666666666666666,1.0,8.04,0,return_destination,h3,活动网格 873185245ffffff,Beijing,0.097869750456482,0.5556,0.0233,1.4,10.0,9.0,0.406,18.0,16.0,4.0,10.0,5.0,0.0,1.0,254.39,0.0,0.0,0.0,0.0,False,8.04,873185245ffffff,活动网格 873185245ffffff
873185a25ffffff,3.0,11.373066666666666,40.95,0.0,0.0,0.3333333333333333,0.0,2.0,5,3,1,1.0,0.0,5.0,-0.2,0.119047619047619,0.5,8.0,1,transport_hub_like,h3,活动网格 873185a25ffffff,Beijing,0.0973828362751065,0.0,0.0,1.8,0.0,0.0,0.204,30.0,4.0,3.0,0.0,0.0,0.0,0.0,312.96,0.6144,0.2765,0.215,4.98,False,3.02,873185a25ffffff,活动网格 873185a25ffffff
873185b60ffffff,3.0,9.4424,39.46333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,2.0,5,2,1,1.0,0.0,5.0,-0.2,0.119047619047619,0.5,8.0,1,transport_hub_like,h3,活动网格 873185b60ffffff,Beijing,0.0973828362751065,0.5556,0.0,1.64,10.0,3.0,0.387,22.0,13.0,4.0,10.0,2.0,0.0,0.0,329.32,0.4535,0.2041,0.1587,3.67,False,4.33,873185b60ffffff,活动网格 873185b60ffffff
8731aa6e3ffffff,2.0,3.24165,13.515,0.0,0.0,0.0,0.0,7.0,8,5,2,1.2,1.0,9.0,0.5555555555555556,0.1904761904761904,0.9090909090909092,7.96,0,return_destination,h3,活动网格 8731aa6e3ffffff,Beijing,0.0968959220937309,0.2222,0.1133,1.4,4.0,2.0,0.696,30.0,16.0,7.0,4.0,5.0,0.0,0.0,321.84,0.0,0.0,0.0,0.0,False,7.96,8731aa6e3ffffff,活动网格 8731aa6e3ffffff
8731aabaeffffff,3.0,9.675966666666666,42.66,0.0,0.0,0.3333333333333333,0.3333333333333333,6.0,5,3,3,1.8,0.0,9.0,0.3333333333333333,0.119047619047619,0.3571428571428571,7.88,0,return_destination,h3,活动网格 8731aabaeffffff,Beijing,0.0959220937309799,0.5556,0.4033,1.72,10.0,3.0,0.762,30.0,22.0,7.0,10.0,1.0,0.0,0.0,310.9,0.473,0.2128,0.1655,3.83,False,4.05,8731aabaeffffff,活动网格 8731aabaeffffff
8731aa655ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7,5,2,1.5,1.3333333333333333,10.0,1.0,0.1666666666666666,0.9333333333333332,7.82,0,return_destination,h3,活动网格 8731aa655ffffff,Beijing,0.0951917224589166,0.4444,0.2067,1.64,8.0,2.0,0.853,30.0,20.0,8.0,8.0,2.0,0.0,0.0,782.92,0.0,0.0,0.0,0.0,False,7.82,8731aa655ffffff,活动网格 8731aa655ffffff
87318196bffffff,2.0,5.62595,49.99,0.0,0.0,0.0,0.0,7.0,8,5,2,1.25,1.0,9.0,0.5555555555555556,0.1904761904761904,0.8888888888888888,7.78,0,return_destination,h3,活动网格 87318196bffffff,Beijing,0.094704808277541,0.6111,0.4233,1.8,11.0,3.0,0.752,30.0,19.0,7.0,11.0,0.0,0.0,0.0,494.19,0.1355,0.061,0.0474,1.1,False,6.68,87318196bffffff,活动网格 87318196bffffff
8731aaa92ffffff,3.0,4.560066666666667,27.756666666666664,0.0,0.3333333333333333,0.0,0.0,4.0,5,2,3,1.4,0.0,7.0,0.1428571428571428,0.119047619047619,0.4166666666666667,7.76,0,return_destination,h3,活动网格 8731aaa92ffffff,Beijing,0.0944613511868533,0.2222,0.1567,1.56,4.0,2.0,0.716,27.0,18.0,7.0,4.0,3.0,0.0,0.0,566.38,0.0467,0.021,0.0663,1.19,False,6.57,8731aaa92ffffff,活动网格 8731aaa92ffffff
8731aaaf1ffffff,3.0,10.210066666666668,25.72666666666667,0.0,0.3333333333333333,0.0,0.0,4.0,5,2,3,1.4,0.0,7.0,0.1428571428571428,0.119047619047619,0.4166666666666667,7.76,0,return_destination,h3,活动网格 8731aaaf1ffffff,Beijing,0.0944613511868533,0.1111,0.0,1.72,2.0,0.0,0.227,7.0,6.0,3.0,2.0,1.0,0.0,0.0,433.22,0.5175,0.2329,0.2311,4.19,False,3.57,8731aaaf1ffffff,活动网格 8731aaaf1ffffff
8731aaa98ffffff,3.0,4.9232000000000005,31.406666666666663,0.0,0.0,0.0,0.0,7.0,8,4,2,1.2857142857142858,1.0,10.0,0.4,0.1904761904761904,0.875,7.73,0,return_destination,h3,活动网格 8731aaa98ffffff,Beijing,0.0940961655508216,0.0556,0.0,1.64,1.0,1.0,0.309,11.0,7.0,4.0,1.0,2.0,0.0,0.0,815.75,0.0769,0.0346,0.0269,0.62,False,7.11,8731aaa98ffffff,活动网格 8731aaa98ffffff
8731aa78dffffff,4.0,12.910825,23.135,0.0,0.0,0.0,0.25,2.0,6,4,1,1.0,1.0,6.0,-0.3333333333333333,0.1428571428571428,1.0,7.65,1,transport_hub_like,h3,活动网格 8731aa78dffffff,Beijing,0.0931223371880706,0.2222,0.0,1.56,4.0,5.0,0.697,27.0,22.0,6.0,4.0,3.0,0.0,2.0,851.31,0.7426,0.3342,0.2599,6.01,False,1.64,8731aa78dffffff,活动网格 8731aa78dffffff
8731aa14effffff,4.0,8.696475,25.3575,0.0,0.0,0.0,0.25,2.0,6,4,1,1.0,1.0,6.0,-0.3333333333333333,0.1428571428571428,1.0,7.65,1,transport_hub_like,h3,活动网格 8731aa14effffff,Beijing,0.0931223371880706,0.0556,0.0233,1.48,1.0,0.0,0.382,18.0,11.0,4.0,1.0,4.0,0.0,0.0,545.45,0.3914,0.1761,0.137,3.17,False,4.48,8731aa14effffff,活动网格 8731aa14effffff
8731aa60cffffff,2.0,20.41125,34.66,0.0,0.0,0.0,0.0,6.0,7,5,2,1.1666666666666667,1.0,8.0,0.5,0.1666666666666666,0.9230769230769228,7.63,0,return_destination,h3,活动网格 8731aa60cffffff,Beijing,0.0928788800973828,0.5,0.3133,1.72,9.0,5.0,0.897,30.0,28.0,9.0,9.0,1.0,0.0,0.0,326.06,1.0,0.45,0.35,8.1,False,0.0,8731aa60cffffff,活动网格 8731aa60cffffff
8731aaa80ffffff,3.0,4.142333333333333,59.98666666666666,0.0,0.0,0.3333333333333333,0.0,5.0,5,2,2,1.6,0.0,8.0,0.25,0.119047619047619,0.3846153846153846,7.63,0,return_destination,h3,活动网格 8731aaa80ffffff,Beijing,0.0928788800973828,0.0,0.0,1.8,0.0,0.0,0.018,4.0,2.0,1.0,0.0,0.0,0.0,0.0,618.58,0.0119,0.0053,0.0042,0.1,False,7.53,8731aaa80ffffff,活动网格 8731aaa80ffffff
873181b06ffffff,2.0,11.533,37.95,0.0,0.0,0.0,1.0,4.0,6,5,1,1.0,1.0,6.0,0.3333333333333333,0.1428571428571428,1.0,7.62,0,return_destination,h3,活动网格 873181b06ffffff,Beijing,0.0927571515520389,0.1667,0.0467,1.08,3.0,2.0,0.843,30.0,23.0,8.0,3.0,9.0,0.0,0.0,807.74,0.6277,0.2825,0.2197,5.08,False,2.54,873181b06ffffff,活动网格 873181b06ffffff
8731aa041ffffff,2.0,18.13195,32.725,0.0,0.0,0.0,0.0,4.0,6,4,1,1.0,1.0,6.0,0.3333333333333333,0.1428571428571428,1.0,7.62,0,return_destination,h3,活动网格 8731aa041ffffff,Beijing,0.0927571515520389,0.3889,0.09,1.48,7.0,5.0,0.804,30.0,20.0,7.0,7.0,4.0,0.0,0.0,561.21,1.0,0.45,0.35,8.1,False,0.0,8731aa041ffffff,活动网格 8731aa041ffffff
8731aa0f4ffffff,2.0,9.7043,27.575,0.0,0.0,0.0,0.0,4.0,6,6,1,1.0,1.0,6.0,0.3333333333333333,0.1428571428571428,1.0,7.62,0,return_destination,h3,活动网格 8731aa0f4ffffff,Beijing,0.0927571515520389,0.0556,0.0,1.72,1.0,1.0,0.272,6.0,4.0,4.0,1.0,1.0,0.0,0.0,809.32,0.4754,0.2139,0.1664,3.85,False,3.77,8731aa0f4ffffff,活动网格 8731aa0f4ffffff
8731aadabffffff,2.0,6.25,11.97,0.0,0.0,0.0,0.0,4.0,6,5,1,1.0,1.0,6.0,0.3333333333333333,0.1428571428571428,1.0,7.62,0,return_destination,h3,活动网格 8731aadabffffff,Beijing,0.0927571515520389,0.8333,0.0233,1.24,15.0,19.0,0.585,30.0,29.0,5.0,15.0,7.0,0.0,2.0,498.9,0.1875,0.0844,0.0656,1.52,False,6.1,8731aadabffffff,活动网格 8731aadabffffff
8731aac2affffff,2.0,14.86835,60.0,0.0,0.0,0.0,0.5,4.0,6,4,1,1.0,1.0,6.0,0.3333333333333333,0.1428571428571428,1.0,7.62,0,return_destination,h3,活动网格 8731aac2affffff,Beijing,0.0927571515520389,0.5556,0.2467,1.72,10.0,4.0,0.86,30.0,22.0,8.0,10.0,1.0,0.0,1.0,348.39,0.9057,0.4076,0.317,7.34,False,0.28,8731aac2affffff,活动网格 8731aac2affffff
8731aa305ffffff,2.0,15.6359,47.64,0.0,0.0,0.0,0.5,4.0,6,5,1,1.0,1.0,6.0,0.3333333333333333,0.1428571428571428,1.0,7.62,0,return_destination,h3,活动网格 8731aa305ffffff,Beijing,0.0927571515520389,0.0833,0.0,1.8,1.0,1.0,0.276,15.0,11.0,3.0,1.0,0.0,1.0,0.0,533.77,0.9697,0.4363,0.3394,7.85,False,0.0,8731aa305ffffff,活动网格 8731aa305ffffff
8731aa162ffffff,2.0,3.46795,21.9,0.0,0.0,0.0,0.5,4.0,6,2,1,1.0,1.0,6.0,0.3333333333333333,0.1428571428571428,1.0,7.62,0,return_destination,h3,活动网格 8731aa162ffffff,Beijing,0.0927571515520389,0.2778,0.0933,1.56,5.0,0.0,0.688,30.0,23.0,6.0,5.0,3.0,0.0,0.0,728.7,0.0,0.0,0.0,0.0,False,7.62,8731aa162ffffff,活动网格 8731aa162ffffff
8731aa88effffff,1.0,7.7412,25.98,0.0,0.0,0.0,0.0,7.0,7,4,2,1.1666666666666667,1.0,8.0,0.75,0.1666666666666666,0.9230769230769228,7.62,0,return_destination,h3,活动网格 8731aa88effffff,Beijing,0.0927571515520389,0.3611,0.0467,1.8,6.0,9.0,0.708,30.0,29.0,6.0,6.0,0.0,1.0,0.0,694.32,0.3118,0.1403,0.1091,2.53,False,5.09,8731aa88effffff,活动网格 8731aa88effffff
8731aad9effffff,1.0,7.5163,25.1,0.0,0.0,0.0,1.0,5.0,6,4,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,7.61,0,return_destination,h3,活动网格 8731aad9effffff,Beijing,0.092635423006695,0.25,0.0233,1.48,4.0,5.0,0.786,30.0,26.0,7.0,4.0,4.0,1.0,0.0,571.27,0.293,0.1319,0.1026,2.37,False,5.24,8731aad9effffff,活动网格 8731aad9effffff
8731aa4ceffffff,1.0,4.3284,60.0,0.0,0.0,0.0,0.0,5.0,6,5,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,7.61,0,return_destination,h3,活动网格 8731aa4ceffffff,Beijing,0.092635423006695,0.2222,0.0233,1.48,4.0,1.0,0.802,30.0,24.0,7.0,4.0,4.0,0.0,0.0,420.25,0.0274,0.0123,0.0096,0.22,False,7.39,8731aa4ceffffff,活动网格 8731aa4ceffffff
8731aa7a3ffffff,1.0,2.4459,45.0,0.0,0.0,0.0,0.0,5.0,6,4,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,7.61,0,return_destination,h3,活动网格 8731aa7a3ffffff,Beijing,0.092635423006695,0.1111,0.0667,1.4,2.0,2.0,0.596,30.0,29.0,6.0,2.0,5.0,0.0,2.0,242.1,0.0,0.0,0.0,0.0,False,7.61,8731aa7a3ffffff,活动网格 8731aa7a3ffffff
8731aa756ffffff,1.0,8.9536,18.87,0.0,0.0,0.0,0.0,5.0,6,5,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,7.61,0,return_destination,h3,活动网格 8731aa756ffffff,Beijing,0.092635423006695,0.0833,0.0667,1.48,1.0,4.0,0.559,30.0,23.0,5.0,1.0,4.0,1.0,0.0,701.31,0.4128,0.1858,0.1445,3.34,False,4.27,8731aa756ffffff,活动网格 8731aa756ffffff
8731aa136ffffff,1.0,20.4989,59.98,0.0,0.0,0.0,0.0,5.0,6,5,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,7.61,0,return_destination,h3,活动网格 8731aa136ffffff,Beijing,0.092635423006695,0.1111,0.0,1.72,2.0,2.0,0.316,18.0,8.0,4.0,2.0,1.0,0.0,0.0,753.72,1.0,0.45,0.35,8.1,False,0.0,8731aa136ffffff,活动网格 8731aa136ffffff
873181b02ffffff,1.0,2.3396,13.0,0.0,0.0,0.0,0.0,5.0,6,5,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,7.61,0,return_destination,h3,活动网格 873181b02ffffff,Beijing,0.092635423006695,0.0556,0.0,1.4,1.0,1.0,0.254,18.0,9.0,3.0,1.0,5.0,0.0,0.0,813.02,0.0,0.0,0.0,0.0,False,7.61,873181b02ffffff,活动网格 873181b02ffffff
8731aadb4ffffff,1.0,43.6902,45.93,0.0,0.0,0.0,0.0,5.0,6,4,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,7.61,1,transport_hub_like,h3,活动网格 8731aadb4ffffff,Beijing,0.092635423006695,0.3889,0.09,1.32,7.0,3.0,0.561,16.0,14.0,6.0,7.0,6.0,0.0,0.0,356.72,1.0,0.45,0.35,8.1,False,0.0,8731aadb4ffffff,活动网格 8731aadb4ffffff
873181b49ffffff,1.0,11.0871,17.93,0.0,0.0,0.0,0.0,5.0,6,4,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,7.61,0,return_destination,h3,活动网格 873181b49ffffff,Beijing,0.092635423006695,0.0556,0.0,1.72,1.0,1.0,0.206,12.0,7.0,3.0,1.0,1.0,0.0,0.0,521.66,0.5906,0.2658,0.2067,4.78,False,2.83,873181b49ffffff,活动网格 873181b49ffffff
873181831ffffff,1.0,5.6763,35.0,0.0,0.0,0.0,0.0,5.0,6,3,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,7.61,0,return_destination,h3,活动网格 873181831ffffff,Beijing,0.092635423006695,0.1667,0.0233,1.64,3.0,2.0,0.701,30.0,19.0,6.0,3.0,2.0,0.0,0.0,609.38,0.1397,0.0629,0.0489,1.13,False,6.48,873181831ffffff,活动网格 873181831ffffff
8731aa74bffffff,1.0,3.3556,25.0,0.0,0.0,0.0,0.0,5.0,6,4,1,1.0,1.0,6.0,0.6666666666666666,0.1428571428571428,1.0,7.61,0,return_destination,h3,活动网格 8731aa74bffffff,Beijing,0.092635423006695,0.2778,0.0,1.72,5.0,2.0,0.334,10.0,8.0,4.0,5.0,1.0,0.0,0.0,498.15,0.0,0.0,0.0,0.0,False,7.61,8731aa74bffffff,活动网格 8731aa74bffffff
873181b31ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6,5,1,1.0,1.0,6.0,1.0,0.1428571428571428,1.0,7.59,0,return_destination,h3,活动网格 873181b31ffffff,Beijing,0.0923919659160072,0.2222,0.09,1.8,4.0,2.0,0.769,30.0,26.0,8.0,4.0,0.0,0.0,1.0,167.46,0.0,0.0,0.0,0.0,False,7.59,873181b31ffffff,活动网格 873181b31ffffff
8731852c9ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6,5,1,1.0,1.0,6.0,1.0,0.1428571428571428,1.0,7.59,0,return_destination,h3,活动网格 8731852c9ffffff,Beijing,0.0923919659160072,0.3333,0.09,1.48,6.0,5.0,0.897,24.0,21.0,8.0,6.0,4.0,0.0,0.0,613.17,0.0,0.0,0.0,0.0,False,7.59,8731852c9ffffff,活动网格 8731852c9ffffff
873181a34ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6,5,1,1.0,1.0,6.0,1.0,0.1428571428571428,1.0,7.59,0,return_destination,h3,活动网格 873181a34ffffff,Beijing,0.0923919659160072,0.2778,0.18,1.64,5.0,2.0,0.648,19.0,13.0,7.0,5.0,2.0,0.0,0.0,548.49,0.0,0.0,0.0,0.0,False,7.59,873181a34ffffff,活动网格 873181a34ffffff
8731aac6dffffff,3.0,12.135933333333334,35.66,0.0,0.0,0.0,0.3333333333333333,7.0,8,4,2,1.3333333333333333,1.0,10.0,0.4,0.1904761904761904,0.8571428571428572,7.57,0,return_destination,h3,活动网格 8731aac6dffffff,Beijing,0.0921485088253195,0.4722,0.1333,1.72,8.0,8.0,0.839,30.0,25.0,8.0,8.0,1.0,1.0,2.0,263.46,0.678,0.3051,0.2373,5.49,False,2.08,8731aac6dffffff,活动网格 8731aac6dffffff
8731aa8c2ffffff,9.0,14.873044444444442,28.30555555555556,0.0,0.0,0.2222222222222222,0.1111111111111111,3.0,8,4,3,1.5,0.0,12.0,-0.5,0.1904761904761904,0.4,7.56,1,transport_hub_like,h3,活动网格 8731aa8c2ffffff,Beijing,0.0920267802799756,0.3611,0.0667,1.24,6.0,6.0,0.871,26.0,23.0,8.0,6.0,7.0,1.0,0.0,404.18,0.9061,0.4077,0.3171,7.34,False,0.22,8731aa8c2ffffff,活动网格 8731aa8c2ffffff
873181b25ffffff,3.0,20.3639,34.62,0.0,0.0,0.0,0.0,5.0,7,4,2,1.2,1.0,8.0,0.25,0.1666666666666666,0.9090909090909092,7.52,0,return_destination,h3,活动网格 873181b25ffffff,Beijing,0.0915398660986001,1.0,0.0,1.64,20.0,20.0,0.508,30.0,29.0,5.0,20.0,2.0,0.0,1.0,367.96,1.0,0.45,0.35,8.1,False,0.0,873181b25ffffff,活动网格 873181b25ffffff
8731aa498ffffff,1.0,21.5134,31.2,0.0,0.0,0.0,0.0,7.0,7,6,2,1.2,1.0,8.0,0.75,0.1666666666666666,0.9090909090909092,7.49,0,return_destination,h3,活动网格 8731aa498ffffff,Beijing,0.0911746804625684,0.2778,0.2233,1.48,5.0,0.0,0.702,23.0,20.0,6.0,5.0,4.0,0.0,0.0,373.07,1.0,0.45,0.35,8.1,False,0.0,8731aa498ffffff,活动网格 8731aa498ffffff
8731aa043ffffff,1.0,5.1904,30.0,0.0,0.0,0.0,0.0,7.0,7,3,2,1.2,1.0,8.0,0.75,0.1666666666666666,0.9090909090909092,7.49,0,return_destination,h3,活动网格 8731aa043ffffff,Beijing,0.0911746804625684,0.2222,0.09,1.8,4.0,3.0,0.626,24.0,18.0,6.0,4.0,0.0,0.0,0.0,841.54,0.0992,0.0446,0.0347,0.8,False,6.69,8731aa043ffffff,活动网格 8731aa043ffffff
8731aa719ffffff,2.0,10.0494,37.725,0.0,0.0,0.0,0.5,8.0,8,5,2,1.4,1.0,10.0,0.6,0.1904761904761904,0.8333333333333334,7.34,0,return_destination,h3,活动网格 8731aa719ffffff,Beijing,0.0893487522824102,0.3611,0.0467,1.4,6.0,4.0,0.779,30.0,27.0,7.0,6.0,5.0,1.0,0.0,387.64,0.5041,0.2269,0.1764,4.08,False,3.26,8731aa719ffffff,活动网格 8731aa719ffffff
8731aab1cffffff,3.0,14.7842,32.75,0.0,0.3333333333333333,0.0,0.0,3.0,4,3,3,1.5,0.0,6.0,0.0,0.0952380952380952,0.4,7.31,1,transport_hub_like,h3,活动网格 8731aab1cffffff,Beijing,0.0889835666463785,0.1667,0.09,1.72,3.0,1.0,0.345,10.0,5.0,5.0,3.0,1.0,0.0,0.0,509.11,0.8987,0.4044,0.3645,7.28,False,0.03,8731aab1cffffff,活动网格 8731aab1cffffff
8731aac15ffffff,3.0,11.658233333333332,40.98333333333333,0.0,0.0,0.0,0.0,8.0,8,5,3,1.5,1.0,11.0,0.4545454545454545,0.1904761904761904,0.8,7.31,0,return_destination,h3,活动网格 8731aac15ffffff,Beijing,0.0889835666463785,0.3056,0.0,1.4,5.0,5.0,0.607,30.0,23.0,5.0,5.0,5.0,1.0,2.0,281.45,0.6382,0.2872,0.2234,5.17,False,2.14,8731aac15ffffff,活动网格 8731aac15ffffff
873185b05ffffff,3.0,27.9594,50.09,0.0,0.0,0.3333333333333333,0.0,2.0,4,3,2,1.25,0.0,5.0,-0.2,0.0952380952380952,0.4444444444444444,7.3,1,transport_hub_like,h3,活动网格 873185b05ffffff,Beijing,0.0888618381010346,0.8333,0.1333,1.8,15.0,2.0,0.734,30.0,25.0,7.0,15.0,0.0,0.0,0.0,684.41,1.0,0.45,0.35,8.1,False,0.0,873185b05ffffff,活动网格 873185b05ffffff
8731aa051ffffff,3.0,14.022733333333331,22.276666666666667,0.0,0.0,0.3333333333333333,0.0,2.0,4,2,2,1.25,0.0,5.0,-0.2,0.0952380952380952,0.4444444444444444,7.3,1,transport_hub_like,h3,活动网格 8731aa051ffffff,Beijing,0.0888618381010346,0.1667,0.0233,1.4,3.0,3.0,0.643,30.0,26.0,6.0,3.0,5.0,0.0,1.0,410.48,0.8352,0.3759,0.2923,6.77,False,0.53,8731aa051ffffff,活动网格 8731aa051ffffff
8731aa065ffffff,3.0,23.9009,56.2,0.0,0.0,0.0,0.3333333333333333,2.0,5,3,1,1.0,1.0,5.0,-0.2,0.119047619047619,1.0,7.19,1,transport_hub_like,h3,活动网格 8731aa065ffffff,Beijing,0.0875228241022519,0.0556,0.0,1.72,1.0,1.0,0.198,9.0,3.0,3.0,1.0,1.0,0.0,0.0,510.18,1.0,0.45,0.35,8.1,False,0.0,8731aa065ffffff,活动网格 8731aa065ffffff
8731aa12cffffff,2.0,6.28845,11.615,0.0,0.0,0.0,0.5,3.0,5,4,1,1.0,1.0,5.0,0.2,0.119047619047619,1.0,7.17,0,return_destination,h3,活动网格 8731aa12cffffff,Beijing,0.0872793670115642,0.3056,0.18,1.24,5.0,4.0,0.892,30.0,27.0,8.0,5.0,7.0,1.0,0.0,403.46,0.1907,0.0858,0.0667,1.54,False,5.63,8731aa12cffffff,活动网格 8731aa12cffffff
873181b15ffffff,2.0,6.1571,24.05,0.0,0.0,0.0,0.5,3.0,5,3,1,1.0,1.0,5.0,0.2,0.119047619047619,1.0,7.17,0,return_destination,h3,活动网格 873181b15ffffff,Beijing,0.0872793670115642,0.0,0.0,1.72,0.0,0.0,0.118,8.0,4.0,2.0,0.0,1.0,0.0,0.0,797.16,0.1798,0.0809,0.0629,1.46,False,5.71,873181b15ffffff,活动网格 873181b15ffffff
8731852cdffffff,2.0,16.70555,41.06,0.0,0.0,0.0,0.5,3.0,5,4,1,1.0,1.0,5.0,0.2,0.119047619047619,1.0,7.17,0,return_destination,h3,活动网格 8731852cdffffff,Beijing,0.0872793670115642,0.75,0.0,1.8,13.0,13.0,0.381,30.0,20.0,3.0,13.0,0.0,1.0,1.0,741.27,1.0,0.45,0.35,8.1,False,0.0,8731852cdffffff,活动网格 8731852cdffffff
8731aa0d9ffffff,2.0,23.8927,46.975,0.0,0.0,0.0,0.5,3.0,5,5,1,1.0,1.0,5.0,0.2,0.119047619047619,1.0,7.17,1,transport_hub_like,h3,活动网格 8731aa0d9ffffff,Beijing,0.0872793670115642,0.3611,0.2,1.8,6.0,2.0,0.598,30.0,28.0,6.0,6.0,0.0,1.0,1.0,316.37,1.0,0.45,0.35,8.1,False,0.0,8731aa0d9ffffff,活动网格 8731aa0d9ffffff
8731aa789ffffff,2.0,22.4267,45.67,0.0,0.0,0.0,0.5,3.0,5,4,1,1.0,1.0,5.0,0.2,0.119047619047619,1.0,7.17,1,transport_hub_like,h3,活动网格 8731aa789ffffff,Beijing,0.0872793670115642,0.5,0.2233,1.48,9.0,7.0,0.816,22.0,20.0,7.0,9.0,4.0,0.0,2.0,724.6,1.0,0.45,0.35,8.1,False,0.0,8731aa789ffffff,活动网格 8731aa789ffffff
