spatial_unit,long_trip_ratio,airport_like_score,station_like_score,hub_penalty,is_transport_hub
8731aac5effffff,0.8042,0.3619,0.2815,6.51,False
8731aa1b4ffffff,1.0,0.45,0.35,8.1,False
8731aa788ffffff,0.0,0.0,0.0,0.0,False
8731818e4ffffff,0.718,0.3231,0.2888,5.82,False
8731aac5cffffff,0.5169,0.2326,0.1809,4.19,False
8731aa319ffffff,0.0899,0.0404,0.0914,1.65,False
8731aa65affffff,0.1178,0.053,0.0412,0.95,False
873181b72ffffff,1.0,0.45,0.35,8.1,False
8731aaaf4ffffff,0.7573,0.3408,0.2651,6.13,False
8731aac68ffffff,0.4861,0.2187,0.1701,3.94,False
8731aab12ffffff,1.0,0.45,0.35,8.1,False
8731aa30dffffff,0.2331,0.1049,0.0816,1.89,False
873181823ffffff,0.842,0.3789,0.2947,6.82,False
8731aaba2ffffff,0.7289,0.328,0.2801,5.9,False
8731aa62affffff,0.0,0.0,0.0375,0.67,False
873181b1affffff,1.0,0.45,0.35,8.1,False
8731aa89effffff,1.0,0.45,0.35,8.1,False
8731aa306ffffff,1.0,0.45,0.35,8.1,False
8731aa04bffffff,0.7183,0.3232,0.2514,5.82,False
87318522bffffff,0.913,0.4108,0.3195,7.4,False
873181b05ffffff,0.9174,0.4128,0.3211,7.43,False
8731aa844ffffff,0.155,0.0697,0.1042,1.88,False
8731aa740ffffff,0.5931,0.2669,0.2576,4.8,False
8731aacb0ffffff,1.0,0.45,0.35,8.1,False
873181963ffffff,0.2571,0.1157,0.12,2.16,False
8731aa8e2ffffff,0.1213,0.0546,0.0674,1.21,False
8731aa7b6ffffff,0.6301,0.2836,0.242,5.1,False
8731aa710ffffff,0.4648,0.2092,0.1627,3.77,False
873181b34ffffff,0.5964,0.2684,0.2462,4.83,False
8731aa49bffffff,0.1279,0.0576,0.0448,1.04,False
8731aac8effffff,1.0,0.45,0.35,8.1,False
8731aa661ffffff,1.0,0.45,0.35,8.1,False
8731aa654ffffff,0.0,0.0,0.0,0.0,False
873181843ffffff,1.0,0.45,0.35,8.1,False
8731aac93ffffff,0.8247,0.3711,0.3261,6.68,False
8731aa8c1ffffff,0.3231,0.1454,0.1131,2.62,False
8731aa848ffffff,0.2066,0.093,0.0723,1.67,False
873185b4cffffff,0.0,0.0,0.075,1.35,False
873181a22ffffff,1.0,0.45,0.35,8.1,False
8731aa080ffffff,0.6013,0.2706,0.2105,4.87,False
873185a24ffffff,0.2993,0.1347,0.1297,2.42,False
8731aac13ffffff,0.4902,0.2206,0.1716,3.97,False
8731aa85dffffff,1.0,0.45,0.35,8.1,False
8731aa6aaffffff,0.2684,0.1208,0.0939,2.17,False
87318199bffffff,0.0,0.0,0.0,0.0,False
8731abd93ffffff,1.0,0.45,0.35,8.1,False
8731aaa31ffffff,0.9533,0.429,0.3337,7.72,False
87318195affffff,0.1166,0.0525,0.0408,0.94,False
8731abdb1ffffff,1.0,0.45,0.35,8.1,False
873185a40ffffff,1.0,0.45,0.35,8.1,False
873185b0bffffff,0.1482,0.0667,0.0519,1.2,False
873185b2effffff,0.0167,0.0075,0.0809,1.46,False
8731aaad5ffffff,0.1485,0.0668,0.052,1.2,False
873185369ffffff,0.3645,0.164,0.1526,2.95,False
8731aa80bffffff,0.4115,0.1852,0.1655,3.33,False
8731aa6b0ffffff,0.144,0.0648,0.0504,1.17,False
8731aa36dffffff,0.7299,0.3284,0.2769,5.91,False
8731aa6a1ffffff,0.0,0.0,0.0,0.0,False
8731aaaa1ffffff,0.2899,0.1305,0.2015,3.63,False
8731aada9ffffff,0.1035,0.0466,0.0362,0.84,False
873181928ffffff,0.7493,0.3372,0.2623,6.07,False
8731aa369ffffff,0.4798,0.2159,0.1679,3.89,False
8731a8495ffffff,0.3665,0.1649,0.1283,2.97,False
8731aad74ffffff,0.0,0.0,0.0,0.0,False
8731aac19ffffff,1.0,0.45,0.425,8.1,False
873185b5cffffff,0.0792,0.0356,0.0277,0.64,False
8731aac18ffffff,0.2334,0.105,0.0817,1.89,False
8731aa206ffffff,0.603,0.2713,0.211,4.88,False
8731abd95ffffff,0.5834,0.2625,0.2542,4.73,False
8731818e1ffffff,0.4771,0.2147,0.167,3.86,False
8731aaa18ffffff,0.0733,0.033,0.1007,1.81,False
8731a84d8ffffff,0.691,0.311,0.2719,5.6,False
8731aa0d3ffffff,1.0,0.45,0.35,8.1,False
8731abd9effffff,0.6538,0.2942,0.2288,5.3,False
8731aa148ffffff,0.6504,0.2927,0.2276,5.27,False
873181816ffffff,0.0,0.0,0.15,2.7,False
8731aa370ffffff,0.2298,0.1034,0.0804,1.86,False
8731aa773ffffff,0.8005,0.3602,0.2802,6.48,False
873181848ffffff,0.2669,0.1201,0.0934,2.16,False
8731aadb3ffffff,1.0,0.45,0.35,8.1,False
8731aa5b5ffffff,0.4464,0.2009,0.1562,3.62,False
8731aa302ffffff,0.6738,0.3032,0.2858,5.46,False
8731aa333ffffff,1.0,0.45,0.35,8.1,False
8731abd8bffffff,0.0244,0.011,0.0835,1.5,False
8731aad80ffffff,0.362,0.1629,0.1567,2.93,False
8731aa6e6ffffff,0.0748,0.0336,0.0262,0.61,False
873185360ffffff,1.0,0.45,0.35,8.1,False
873181b26ffffff,1.0,0.45,0.35,8.1,False
8731aa334ffffff,0.2853,0.1284,0.1749,3.15,False
8731a871dffffff,0.0,0.0,0.075,1.35,False
8731aa176ffffff,0.5239,0.2358,0.1834,4.24,False
8731aac11ffffff,0.3649,0.1642,0.1277,2.96,False
873181b11ffffff,0.8757,0.3941,0.3065,7.09,False
873181b29ffffff,1.0,0.45,0.35,8.1,False
8731aaaf5ffffff,0.8943,0.4025,0.313,7.24,False
873185b5affffff,0.2389,0.1075,0.0836,1.93,False
8731aac40ffffff,0.0,0.0,0.075,1.35,False
8731aa645ffffff,0.3774,0.1698,0.1321,3.06,False
8731aa81affffff,1.0,0.45,0.35,8.1,False
87318182affffff,0.1546,0.0696,0.1291,2.32,False
8731aa390ffffff,1.0,0.45,0.35,8.1,False
8731852c1ffffff,0.0,0.0,0.15,2.7,False
8731a84b3ffffff,0.0,0.0,0.15,2.7,False
8731abd90ffffff,0.0,0.0,0.15,2.7,False
8731aa6e5ffffff,0.0,0.0,0.15,2.7,False
8731ae28effffff,0.0,0.0,0.15,2.7,False
8731aa94dffffff,0.0,0.0,0.15,2.7,False
8731aa026ffffff,0.0,0.0,0.15,2.7,False
8731aa6abffffff,0.1717,0.0773,0.0976,1.76,False
8731aac08ffffff,0.6117,0.2753,0.2141,4.95,False
87318534affffff,0.2994,0.1347,0.1048,2.43,False
8731aa488ffffff,0.3525,0.1586,0.1234,2.86,False
873181b45ffffff,0.4165,0.1874,0.1458,3.37,False
8731aa056ffffff,1.0,0.45,0.35,8.1,False
8731aa8dbffffff,0.4149,0.1867,0.1452,3.36,False
8731aa06affffff,0.2034,0.0915,0.0712,1.65,False
8731aab9bffffff,0.351,0.158,0.1729,3.11,False
8731aa040ffffff,0.7551,0.3398,0.2643,6.12,False
8731aa0c6ffffff,0.9067,0.408,0.3474,7.34,False
8731aac4dffffff,0.326,0.1467,0.1141,2.64,False
87318521dffffff,1.0,0.45,0.3929,8.1,False
8731a84ddffffff,0.9769,0.4396,0.3419,7.91,False
8731aaaadffffff,0.635,0.2857,0.2472,5.14,False
8731aa755ffffff,1.0,0.45,0.35,8.1,False
8731aaa15ffffff,0.0,0.0,0.0,0.0,False
8731abda8ffffff,0.0,0.0,0.075,1.35,False
873185b58ffffff,0.0,0.0,0.075,1.35,False
8731aa6f2ffffff,0.0,0.0,0.075,1.35,False
8731aa8f5ffffff,1.0,0.45,0.35,8.1,False
8731aa356ffffff,0.2866,0.129,0.1753,3.16,False
8731aa81bffffff,0.2295,0.1033,0.0803,1.86,False
873181b8dffffff,0.0,0.0,0.075,1.35,False
8731aa39dffffff,1.0,0.45,0.35,8.1,False
873181b6effffff,0.0961,0.0433,0.0337,0.78,False
87318c896ffffff,1.0,0.45,0.35,8.1,False
8731aa316ffffff,1.0,0.45,0.35,8.1,False
87318186affffff,1.0,0.45,0.35,8.1,False
8731aab9effffff,0.0,0.0,0.15,2.7,False
8731a8490ffffff,0.0,0.0,0.15,2.7,False
8731aab28ffffff,0.0,0.0,0.15,2.7,False
8731ae29dffffff,0.0,0.0,0.15,2.7,False
8731a84f3ffffff,0.0,0.0,0.15,2.7,False
873185b53ffffff,0.0,0.0,0.15,2.7,False
8731abdaaffffff,0.0,0.0,0.15,2.7,False
8731ab525ffffff,0.0,0.0,0.15,2.7,False
8731aa959ffffff,0.0,0.0,0.15,2.7,False
8731a849cffffff,0.0,0.0,0.15,2.7,False
8731a8491ffffff,0.0,0.0,0.15,2.7,False
873185211ffffff,0.0,0.0,0.15,2.7,False
87318196effffff,0.2336,0.1051,0.0818,1.89,False
8731aa4daffffff,1.0,0.45,0.35,8.1,False
8731aa055ffffff,1.0,0.45,0.35,8.1,False
8731aa064ffffff,0.0,0.0,0.0,0.0,False
8731aa355ffffff,0.3384,0.1523,0.1559,2.81,False
8731aab06ffffff,0.4889,0.22,0.2011,3.96,False
8731aadaaffffff,1.0,0.45,0.35,8.1,False
8731aac0dffffff,1.0,0.45,0.35,8.1,False
8731aac1bffffff,0.2744,0.1235,0.096,2.22,False
87318534bffffff,0.7351,0.3308,0.2573,5.95,False
8731aa133ffffff,1.0,0.45,0.35,8.1,False
873185260ffffff,0.0,0.0,0.0,0.0,False
8731aaa0bffffff,0.0034,0.0015,0.1012,1.82,False
8731aa759ffffff,0.2411,0.1085,0.0844,1.95,False
873181808ffffff,0.4177,0.1879,0.1462,3.38,False
8731aa071ffffff,0.1549,0.0697,0.0542,1.25,False
8731aaa89ffffff,0.396,0.1782,0.1386,3.21,False
8731aa565ffffff,0.8837,0.3977,0.3093,7.16,False
8731aa68dffffff,0.6914,0.3111,0.242,5.6,False
8731aa70bffffff,0.6623,0.298,0.2318,5.36,False
873181858ffffff,1.0,0.45,0.35,8.1,False
873181815ffffff,0.2368,0.1066,0.0829,1.92,False
8731aa8d1ffffff,1.0,0.45,0.35,8.1,False
8731aa105ffffff,0.161,0.0724,0.0563,1.3,False
873181a00ffffff,0.3103,0.1396,0.1086,2.51,False
8731ae389ffffff,0.0,0.0,0.075,1.35,False
8731a84dcffffff,0.2991,0.1346,0.1047,2.42,False
87318520effffff,0.6713,0.3021,0.285,5.44,False
8731aa958ffffff,0.0,0.0,0.15,2.7,False
873181a1cffffff,0.0,0.0,0.15,2.7,False
873185280ffffff,0.0,0.0,0.15,2.7,False
8731abca4ffffff,0.0,0.0,0.15,2.7,False
8731aad23ffffff,0.0,0.0,0.15,2.7,False
8731aab53ffffff,0.0,0.0,0.15,2.7,False
8731852e8ffffff,0.0,0.0,0.15,2.7,False
8731aa741ffffff,0.0,0.0,0.15,2.7,False
87318192affffff,0.0,0.0,0.15,2.7,False
8731aa752ffffff,0.0,0.0,0.15,2.7,False
8731ae755ffffff,0.0,0.0,0.15,2.7,False
8731aa15effffff,1.0,0.45,0.35,8.1,False
873185a35ffffff,1.0,0.45,0.35,8.1,False
8731a84d0ffffff,0.5255,0.2365,0.1839,4.26,False
8731aac01ffffff,0.0297,0.0134,0.0104,0.24,False
8731aace2ffffff,1.0,0.45,0.35,8.1,False
873181903ffffff,0.147,0.0662,0.0515,1.19,False
8731aa843ffffff,0.0,0.0,0.15,2.7,False
8731aa32affffff,0.0,0.0,0.0,0.0,False
873185b19ffffff,0.3533,0.159,0.1737,3.13,False
8731aac73ffffff,1.0,0.45,0.35,8.1,False
8731aa8d6ffffff,0.0399,0.018,0.014,0.32,False
8731aa481ffffff,0.7696,0.3463,0.2694,6.23,False
8731aa776ffffff,0.1874,0.0843,0.0656,1.52,False
8731aa011ffffff,1.0,0.45,0.35,8.1,False
8731aaad1ffffff,0.2182,0.0982,0.0764,1.77,False
8731aac4cffffff,0.0,0.0,0.0,0.0,False
8731aac45ffffff,1.0,0.45,0.35,8.1,False
873181b1effffff,0.0,0.0,0.0,0.0,False
8731aa68cffffff,1.0,0.45,0.35,8.1,False
8731aa301ffffff,0.3861,0.1737,0.1351,3.13,False
8731aa672ffffff,0.0,0.0,0.0,0.0,False
8731aa580ffffff,0.7833,0.3525,0.2742,6.34,False
8731aa10cffffff,0.8605,0.3872,0.3012,6.97,False
8731aaaa4ffffff,1.0,0.45,0.3875,8.1,False
873181999ffffff,0.2594,0.1167,0.0908,2.1,False
8731818a5ffffff,0.4957,0.2231,0.1735,4.02,False
8731aa8ddffffff,0.7364,0.3314,0.2578,5.97,False
8731aa4a5ffffff,0.8102,0.3646,0.2836,6.56,False
8731aaa88ffffff,0.5786,0.2604,0.2025,4.69,False
873185a31ffffff,0.2203,0.0991,0.0771,1.78,False
8731aa050ffffff,1.0,0.45,0.35,8.1,False
8731aa14dffffff,0.752,0.3384,0.2632,6.09,False
8731aa791ffffff,0.5079,0.2285,0.1777,4.11,False
8731aad70ffffff,0.577,0.2597,0.202,4.67,False
87318186bffffff,0.1248,0.0562,0.0437,1.01,False
873185b55ffffff,0.0,0.0,0.0,0.0,False
8731aa61bffffff,0.0578,0.026,0.0202,0.47,False
873181b5effffff,0.516,0.2322,0.1806,4.18,False
8731aa049ffffff,1.0,0.45,0.35,8.1,False
873185245ffffff,0.0,0.0,0.0,0.0,False
873185a25ffffff,0.6144,0.2765,0.215,4.98,False
873185b60ffffff,0.4535,0.2041,0.1587,3.67,False
8731aa6e3ffffff,0.0,0.0,0.0,0.0,False
8731aabaeffffff,0.473,0.2128,0.1655,3.83,False
8731aa655ffffff,0.0,0.0,0.0,0.0,False
87318196bffffff,0.1355,0.061,0.0474,1.1,False
8731aaa92ffffff,0.0467,0.021,0.0663,1.19,False
8731aaaf1ffffff,0.5175,0.2329,0.2311,4.19,False
8731aaa98ffffff,0.0769,0.0346,0.0269,0.62,False
8731aa78dffffff,0.7426,0.3342,0.2599,6.01,False
8731aa14effffff,0.3914,0.1761,0.137,3.17,False
8731aa60cffffff,1.0,0.45,0.35,8.1,False
8731aaa80ffffff,0.0119,0.0053,0.0042,0.1,False
873181b06ffffff,0.6277,0.2825,0.2197,5.08,False
8731aa041ffffff,1.0,0.45,0.35,8.1,False
8731aa0f4ffffff,0.4754,0.2139,0.1664,3.85,False
8731aadabffffff,0.1875,0.0844,0.0656,1.52,False
8731aac2affffff,0.9057,0.4076,0.317,7.34,False
8731aa305ffffff,0.9697,0.4363,0.3394,7.85,False
8731aa162ffffff,0.0,0.0,0.0,0.0,False
8731aa88effffff,0.3118,0.1403,0.1091,2.53,False
8731aad9effffff,0.293,0.1319,0.1026,2.37,False
8731aa4ceffffff,0.0274,0.0123,0.0096,0.22,False
8731aa7a3ffffff,0.0,0.0,0.0,0.0,False
8731aa756ffffff,0.4128,0.1858,0.1445,3.34,False
8731aa136ffffff,1.0,0.45,0.35,8.1,False
873181b02ffffff,0.0,0.0,0.0,0.0,False
8731aadb4ffffff,1.0,0.45,0.35,8.1,False
873181b49ffffff,0.5906,0.2658,0.2067,4.78,False
873181831ffffff,0.1397,0.0629,0.0489,1.13,False
8731aa74bffffff,0.0,0.0,0.0,0.0,False
873181b31ffffff,0.0,0.0,0.0,0.0,False
8731852c9ffffff,0.0,0.0,0.0,0.0,False
873181a34ffffff,0.0,0.0,0.0,0.0,False
8731aac6dffffff,0.678,0.3051,0.2373,5.49,False
8731aa8c2ffffff,0.9061,0.4077,0.3171,7.34,False
873181b25ffffff,1.0,0.45,0.35,8.1,False
8731aa498ffffff,1.0,0.45,0.35,8.1,False
8731aa043ffffff,0.0992,0.0446,0.0347,0.8,False
8731aa719ffffff,0.5041,0.2269,0.1764,4.08,False
8731aab1cffffff,0.8987,0.4044,0.3645,7.28,False
8731aac15ffffff,0.6382,0.2872,0.2234,5.17,False
873185b05ffffff,1.0,0.45,0.35,8.1,False
8731aa051ffffff,0.8352,0.3759,0.2923,6.77,False
8731aa065ffffff,1.0,0.45,0.35,8.1,False
8731aa12cffffff,0.1907,0.0858,0.0667,1.54,False
873181b15ffffff,0.1798,0.0809,0.0629,1.46,False
8731852cdffffff,1.0,0.45,0.35,8.1,False
8731aa0d9ffffff,1.0,0.45,0.35,8.1,False
8731aa789ffffff,1.0,0.45,0.35,8.1,False
8731aa633ffffff,0.0909,0.0409,0.0318,0.74,False
8731aace8ffffff,0.4968,0.2235,0.1739,4.02,False
8731aa742ffffff,0.0,0.0,0.0,0.0,False
873181b48ffffff,0.1781,0.0801,0.0623,1.44,False
873185b06ffffff,1.0,0.45,0.35,8.1,False
8731aa601ffffff,1.0,0.45,0.35,8.1,False
8731aa12affffff,0.8542,0.3844,0.299,6.92,False
873181975ffffff,0.0,0.0,0.0,0.0,False
8731aacb4ffffff,0.0654,0.0294,0.0229,0.53,False
8731aa846ffffff,0.3739,0.1682,0.1309,3.03,False
873181830ffffff,1.0,0.45,0.35,8.1,False
8731aa688ffffff,0.244,0.1098,0.0854,1.98,False
8731aa682ffffff,0.2157,0.0971,0.0755,1.75,False
8731aa053ffffff,0.5641,0.2538,0.1974,4.57,False
8731aa68effffff,1.0,0.45,0.35,8.1,False
873181b8cffffff,0.0,0.0,0.0,0.0,False
8731aa78affffff,0.0,0.0,0.0,0.0,False
8731aa00dffffff,0.0,0.0,0.0,0.0,False
8731aa628ffffff,0.0,0.0,0.0,0.0,False
8731aa66effffff,0.0,0.0,0.0,0.0,False
873181b76ffffff,0.0,0.0,0.0,0.0,False
8731aa6f0ffffff,0.0,0.0,0.0,0.0,False
873185ad9ffffff,0.0,0.0,0.0,0.0,False
873181b0cffffff,0.0,0.0,0.0,0.0,False
8731ae79bffffff,0.6958,0.3131,0.2435,5.64,False
873185b0affffff,0.3353,0.1509,0.1173,2.72,False
873181129ffffff,1.0,0.45,0.35,8.1,False
8731abd89ffffff,1.0,0.45,0.35,8.1,False
8731aaaabffffff,0.517,0.2327,0.181,4.19,False
8731aaa96ffffff,0.1502,0.0676,0.0526,1.22,False
8731aa681ffffff,0.6753,0.3039,0.2364,5.47,False
8731aac84ffffff,0.0,0.0,0.0,0.0,False
87318191bffffff,0.2707,0.1218,0.0947,2.19,False
8731aa31dffffff,0.6678,0.3005,0.2337,5.41,False
8731aa746ffffff,1.0,0.45,0.35,8.1,False
873181833ffffff,0.897,0.4036,0.3139,7.27,False
8731aac4affffff,0.1644,0.074,0.0576,1.33,False
8731aa62effffff,0.6901,0.3105,0.2415,5.59,False
8731aacebffffff,0.7374,0.3318,0.2581,5.97,False
8731aa0c3ffffff,0.0,0.0,0.0,0.0,False
8731aa656ffffff,0.0,0.0,0.0,0.0,False
873181836ffffff,0.6717,0.3023,0.2351,5.44,False
87318184affffff,0.6974,0.3138,0.2441,5.65,False
8731aa8cbffffff,0.2969,0.1336,0.1039,2.4,False
8731a84eaffffff,0.0312,0.014,0.0109,0.25,False
8731aacb3ffffff,0.0447,0.0201,0.0157,0.36,False
8731aa49dffffff,1.0,0.45,0.35,8.1,False
8731aa189ffffff,0.0673,0.0303,0.0236,0.55,False
873181908ffffff,0.7448,0.3352,0.2607,6.03,False
8731aad99ffffff,0.5477,0.2465,0.1917,4.44,False
8731aa310ffffff,1.0,0.45,0.35,8.1,False
873181950ffffff,0.4949,0.2227,0.1732,4.01,False
8731aa052ffffff,0.0,0.0,0.0,0.0,False
8731852ebffffff,0.0,0.0,0.0,0.0,False
8731818a2ffffff,0.0,0.0,0.0,0.0,False
87318182bffffff,0.0,0.0,0.0,0.0,False
8731aa315ffffff,0.0,0.0,0.0,0.0,False
87318520cffffff,0.0,0.0,0.0,0.0,False
873181a36ffffff,0.0,0.0,0.0,0.0,False
873181a64ffffff,0.0,0.0,0.0,0.0,False
8731aabb2ffffff,0.6444,0.29,0.2256,5.22,False
8731aa6aeffffff,0.0,0.0,0.0,0.0,False
8731aa60affffff,0.0,0.0,0.0,0.0,False
8731aaca2ffffff,0.0,0.0,0.0,0.0,False
8731aac1cffffff,0.0,0.0,0.0,0.0,False
8731852d2ffffff,0.0,0.0,0.0,0.0,False
873185b6bffffff,0.0,0.0,0.0,0.0,False
8731852c4ffffff,0.0,0.0,0.0,0.0,False
8731a8482ffffff,0.2752,0.1238,0.1463,2.63,False
8731ae79cffffff,0.6003,0.2701,0.2101,4.86,False
8731aa6a0ffffff,1.0,0.45,0.35,8.1,False
8731aa168ffffff,1.0,0.45,0.35,8.1,False
873185b73ffffff,0.5497,0.2474,0.1924,4.45,False
8731aa593ffffff,0.6232,0.2805,0.2181,5.05,False
8731aa74affffff,0.6826,0.3072,0.2389,5.53,False
8731aab5affffff,0.7936,0.3571,0.3278,6.43,False
8731aa6b3ffffff,0.0,0.0,0.0,0.0,False
8731aaa8cffffff,0.3501,0.1575,0.1225,2.84,False
8731aa1a4ffffff,1.0,0.45,0.35,8.1,False
8731ae4caffffff,0.9066,0.408,0.3173,7.34,False
87318184effffff,1.0,0.45,0.35,8.1,False
873181b32ffffff,1.0,0.45,0.35,8.1,False
873181b12ffffff,1.0,0.45,0.35,8.1,False
8731aac53ffffff,0.3483,0.1567,0.1219,2.82,False
8731aaa1cffffff,0.5104,0.2297,0.2086,4.13,False
8731aa070ffffff,1.0,0.45,0.35,8.1,False
873181ae4ffffff,0.3682,0.1657,0.1289,2.98,False
873181852ffffff,1.0,0.45,0.35,8.1,False
873181b0affffff,1.0,0.45,0.35,8.1,False
8731aa612ffffff,1.0,0.45,0.35,8.1,False
8731aac1dffffff,0.9537,0.4292,0.3338,7.73,False
8731aa01cffffff,0.8714,0.3921,0.305,7.06,False
8731aa140ffffff,1.0,0.45,0.35,8.1,False
87318190bffffff,1.0,0.45,0.35,8.1,False
8731aa650ffffff,0.0,0.0,0.0,0.0,False
8731aa61effffff,0.1272,0.0572,0.0445,1.03,False
8731aa623ffffff,0.0,0.0,0.0,0.0,False
873181b56ffffff,0.0663,0.0299,0.0232,0.54,False
8731aa898ffffff,0.0,0.0,0.0,0.0,False
8731aa618ffffff,0.0,0.0,0.0,0.0,False
8731aa651ffffff,0.0,0.0,0.0,0.0,False
87318191cffffff,0.0,0.0,0.0,0.0,False
8731aa75cffffff,0.0,0.0,0.0,0.0,False
87318198bffffff,0.0,0.0,0.0,0.0,False
8731aa624ffffff,0.0,0.0,0.0,0.0,False
8731aa894ffffff,0.0,0.0,0.0,0.0,False
8731aa6eaffffff,0.0,0.0,0.0,0.0,False
8731aa06bffffff,0.0,0.0,0.0,0.0,False
873181ba8ffffff,0.0,0.0,0.0,0.0,False
8731aac95ffffff,0.0,0.0,0.0,0.0,False
873185370ffffff,0.0,0.0,0.0,0.0,False
8731aad11ffffff,0.0,0.0,0.0,0.0,False
87318110cffffff,0.0,0.0,0.0,0.0,False
8731aa743ffffff,0.0,0.0,0.0,0.0,False
8731aa4c4ffffff,0.2108,0.0948,0.0738,1.71,False
8731aa899ffffff,0.0288,0.013,0.0401,0.72,False
873185b0cffffff,0.0,0.0,0.0,0.0,False
873185a0dffffff,1.0,0.45,0.35,8.1,False
8731aa203ffffff,0.2092,0.0941,0.0732,1.69,False
873181a31ffffff,0.431,0.1939,0.1508,3.49,False
8731aa8caffffff,1.0,0.45,0.35,8.1,False
8731aa0aaffffff,1.0,0.45,0.35,8.1,False
8731aa600ffffff,0.0,0.0,0.0,0.0,False
873181819ffffff,1.0,0.45,0.35,8.1,False
8731aa615ffffff,0.6731,0.3029,0.2356,5.45,False
8731aab6cffffff,0.2061,0.0928,0.0721,1.67,False
8731aacf6ffffff,0.4175,0.1879,0.1461,3.38,False
8731aa226ffffff,0.0,0.0,0.0,0.0,False
873185266ffffff,0.0,0.0,0.0,0.0,False
87318180effffff,0.3662,0.1648,0.1282,2.97,False
87318185bffffff,1.0,0.45,0.35,8.1,False
8731aa190ffffff,1.0,0.45,0.35,8.1,False
8731aac94ffffff,0.7239,0.3258,0.2534,5.86,False
8731aab63ffffff,0.2185,0.0983,0.0765,1.77,False
8731a87a0ffffff,1.0,0.45,0.35,8.1,False
873181d4dffffff,1.0,0.45,0.35,8.1,False
87318599dffffff,1.0,0.45,0.35,8.1,False
8731a8473ffffff,1.0,0.45,0.35,8.1,False
8731aad91ffffff,0.0,0.0,0.0,0.0,False
8731852f3ffffff,0.0,0.0,0.0,0.0,False
873181901ffffff,0.0,0.0,0.0,0.0,False
8731aa8d8ffffff,0.0,0.0,0.0,0.0,False
8731aa660ffffff,0.0,0.0,0.0,0.0,False
8731aa492ffffff,0.0,0.0,0.0,0.0,False
8731aa4c2ffffff,0.0,0.0,0.0,0.0,False
873181b13ffffff,0.0,0.0,0.0,0.0,False
873181b4cffffff,0.0,0.0,0.0,0.0,False
8731a84cdffffff,0.0,0.0,0.0,0.0,False
8731aab66ffffff,0.0,0.0,0.0,0.0,False
873181a25ffffff,0.0,0.0,0.0,0.0,False
8731aa653ffffff,0.0,0.0,0.0,0.0,False
8731aa854ffffff,0.9261,0.4168,0.3241,7.5,False
8731818daffffff,1.0,0.45,0.35,8.1,False
8731a87b3ffffff,1.0,0.45,0.35,8.1,False
8731aa643ffffff,0.0,0.0,0.0,0.0,False
8731aa674ffffff,0.0,0.0,0.0,0.0,False
8731aa09dffffff,1.0,0.45,0.35,8.1,False
873181b0effffff,0.0,0.0,0.0,0.0,False
8731aaa08ffffff,0.4618,0.2078,0.1616,3.74,False
8731aaacdffffff,0.4933,0.222,0.1726,4.0,False
8731aa852ffffff,0.4347,0.1956,0.1521,3.52,False
8731aababffffff,0.398,0.1791,0.1393,3.22,False
873185b0dffffff,0.3216,0.1447,0.1126,2.6,False
8731aa853ffffff,0.2143,0.0964,0.075,1.74,False
8731aaa1affffff,0.6004,0.2702,0.2102,4.86,False
8731aa300ffffff,0.4563,0.2053,0.1597,3.7,False
873185aedffffff,1.0,0.45,0.35,8.1,False
8731a848effffff,0.8782,0.3952,0.3074,7.11,False
8731aa04affffff,1.0,0.45,0.35,8.1,False
8731aaba0ffffff,0.7017,0.3158,0.2456,5.68,False
8731aab8dffffff,1.0,0.45,0.35,8.1,False
8731aab2dffffff,0.2825,0.1271,0.0989,2.29,False
8731aa068ffffff,0.037,0.0167,0.013,0.3,False
873181d63ffffff,1.0,0.45,0.35,8.1,False
8731aa85cffffff,0.0659,0.0296,0.0231,0.53,False
873181d6bffffff,0.2376,0.1069,0.0832,1.92,False
8731aaac3ffffff,0.3508,0.1579,0.1228,2.84,False
8731aa05dffffff,1.0,0.45,0.35,8.1,False
8731aa048ffffff,0.1922,0.0865,0.0673,1.56,False
8731aab91ffffff,0.0586,0.0264,0.0205,0.47,False
8731aac44ffffff,0.0,0.0,0.0,0.0,False
8731a848cffffff,0.5819,0.2619,0.2037,4.71,False
8731aad81ffffff,1.0,0.45,0.35,8.1,False
8731abdb6ffffff,0.219,0.0985,0.0766,1.77,False
873185b1bffffff,0.6274,0.2823,0.2196,5.08,False
8731aa326ffffff,1.0,0.45,0.35,8.1,False
8731aab16ffffff,0.6806,0.3063,0.2382,5.51,False
873185b52ffffff,0.0,0.0,0.0,0.0,False
873185a0cffffff,1.0,0.45,0.35,8.1,False
873185b08ffffff,0.657,0.2956,0.2299,5.32,False
873185b41ffffff,1.0,0.45,0.35,8.1,False
8731aaa1effffff,1.0,0.45,0.35,8.1,False
8731aa38effffff,1.0,0.45,0.35,8.1,False
87318520dffffff,0.2523,0.1136,0.0883,2.04,False
873181b4affffff,0.0,0.0,0.0,0.0,False
8731aaba1ffffff,1.0,0.45,0.35,8.1,False
873185b64ffffff,0.3683,0.1657,0.1289,2.98,False
8731aaac0ffffff,0.494,0.2223,0.1729,4.0,False
873185b48ffffff,0.0221,0.0099,0.0077,0.18,False
8731aaa36ffffff,1.0,0.45,0.35,8.1,False
8731aaac4ffffff,0.946,0.4257,0.3311,7.66,False
8731aa336ffffff,0.058,0.0261,0.0203,0.47,False
